Parent,ID,Generations,Start,Split,Lifespan,Parent,ID,Valid,Left Frame,Generation,C.Start,C.Split,C.Lifespan,,Notes,Rate,progeny.id,progeny.events,population.time,progeny.mle,,,,,,,,
0,506,1,120,708,9.8,0,506,T,0,,20,118,9.8,,,0.070729304,506,3,61.2,0.049019608,,,,,,,,
506,331,2,714,1536,13.7,506,331,T,0,,119,256,13.7,,valid,0.050594685,506,NA,NA,NA,,,,,,,,
2396,414,2,1596,1962,6.1,2396,414,T,0,,266,549,28.3,,X Corrected,0.113630685,506,NA,NA,NA,,,,,,,,
506,2396,2,714,1596,14.7,506,2396,T,0,,119,266,14.7,,valid,0.047152869,506,NA,NA,NA,,,,,,,,
2396,2397,2,1596,2100,8.4,2396,2397,T,0,,266,549,28.3,,X Corrected,0.082517521,506,NA,NA,NA,,,,,,,,
331,293,3,1542,1752,3.5,331,293,T,0,,257,461,20.4,,X Corrected,0.198042052,506,NA,NA,NA,,,,,,,,
,,,,,,293,l-1023,T,0,,462,549,8.7,,,,506,,,,,,,,,,,
,,,,,,293,r-1024,T,0,,462,549,8.7,,,,506,,,,,,,,,,,
331,2364,3,1542,1842,5,331,2364,T,0,,257,459,20.2,,X Corrected,0.138629436,506,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,299,1,18,492,7.9,0,299,T,0,,3,82,7.9,,,0.087740149,299,4,106.5,0.037558685,,,,,,,,
299,685,2,498,2256,29.3,299,685,T,0,,83,229,14.6,,X Corrected,0.0236569,299,NA,NA,NA,,,,,,,,
,,,,,,685,l-1029,T,0,,230,377,14.7,,,,299,,,,,,,,,,,
,,,,,,l-1029,l-1030,T,0,,378,549,17.1,,,,299,,,,,,,,,,,
,,,,,,l-1029,r-1031,T,0,,378,549,17.1,,,,299,,,,,,,,,,,
,,,,,,685,r-1030,T,0,,230,382,15.2,,,,299,,,,,,,,,,,
,,,,,,r-1030,l-1033,T,0,,383,549,16.6,,,,299,,,,,,,,,,,
,,,,,,r-1030,r-1034,T,0,,383,549,16.6,,,,299,,,,,,,,,,,
2548,715,2,1338,2220,14.7,2548,715,T,0,,223,370,14.7,,valid,0.047152869,299,NA,NA,NA,,,,,,,,
299,2548,2,498,1338,14,299,2548,T,0,,83,223,14,,,0.049510513,299,NA,NA,NA,,,,,,,,
2548,2549,2,1338,1884,9.1,2548,2549,T,1,,223,350,12.7,,X Left frame,0.07617002,299,NA,NA,NA,,,,,,,,
715,852,3,2226,2640,6.9,715,852,T,0,,371,549,17.8,,X Corrected,0.100456113,299,NA,NA,NA,,,,,,,,
685,1711,3,2262,3294,17.2,685,1711,F,0,,377,549,17.2,,X illegitimate,0.040299255,299,NA,NA,NA,,,,,,,,
715,2622,3,2226,2412,3.1,715,2622,T,0,,371,549,17.8,,X Corrected,0.223595865,299,NA,NA,NA,,,,,,,,
685,2875,3,2262,2520,4.3,685,2875,F,0,,377,420,4.3,,X illegitimate,0.161197019,299,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,300,1,18,552,8.9,0,300,T,0,,3,92,8.9,,,0.077881706,300,3,93.3,0.032154341,,,,,,,,
300,689,2,558,2388,30.5,300,689,T,0,,93,242,14.9,,X Corrected,0.022726137,300,NA,NA,NA,,,,,,,,
,,,,,,689,lb1045,T,0,,243,400,15.7,,,,300,,,,,,,,,,,
,,,,,,lb1045,l-1046,T,0,,401,549,14.8,,,,300,,,,,,,,,,,
,,,,,,lb1045,r-1047,T,0,,401,549,14.8,,,,300,,,,,,,,,,,
,,,,,,689,rt1046,T,1,,243,400,15.7,,X Left frame,,300,,,,,,,,,,,
2550,983,2,1548,2874,22.1,2550,983,T,0,,258,419,16.1,,X Corrected,0.031364126,300,NA,NA,NA,,,,,,,,
,,,,,,983,l-1050,T,0,,420,549,12.9,,,,300,,,,,,,,,,,
,,,,,,983,r-1051,T,0,,420,549,12.9,,,,300,,,,,,,,,,,
300,2550,2,558,1548,16.5,300,2550,T,0,,93,258,16.5,,valid,0.04200892,300,NA,NA,NA,,,,,,,,
2550,2551,2,1548,1848,5,2550,2551,T,0,,258,446,18.8,,X Corrected,0.138629436,300,NA,NA,NA,,,,,,,,
,,,,,,2551,l-1054,T,0,,447,549,10.2,,,,300,,,,,,,,,,,
,,,,,,2551,r-1055,T,0,,447,549,10.2,,,,300,,,,,,,,,,,
689,1078,3,2394,2778,6.4,689,1078,F,0,,399,463,6.4,,X illegitimate,0.108304247,300,NA,NA,NA,,,,,,,,
689,2700,3,2394,2628,3.9,689,2700,F,0,,399,438,3.9,,X illegitimate,0.177730046,300,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,305,1,18,636,10.3,0,305,T,0,,3,106,10.3,,,0.067295843,305,3,110.7,0.027100271,,,,,,,,
305,1528,2,642,1476,13.9,305,1528,T,0,,107,246,13.9,,valid,0.049866704,305,NA,NA,NA,,,,,,,,
305,2812,2,642,1818,19.6,305,2812,T,0,,107,245,13.8,,X Corrected,0.035364652,305,NA,NA,NA,,,,,,,,
,,,,,,2812,l-1062,T,0,,246,398,15.2,,,,305,,,,,,,,,,,
,,,,,,l-1062,l-1063,T,0,,399,549,15,,,,305,,,,,,,,,,,
,,,,,,l-1062,r-1064,T,0,,399,549,15,,,,305,,,,,,,,,,,
,,,,,,2812,r-1063,T,0,,246,424,17.8,,,,305,,,,,,,,,,,
,,,,,,r-1063,l-1066,T,0,,425,549,12.4,,,,305,,,,,,,,,,,
,,,,,,r-1063,r-1067,T,0,,425,549,12.4,,,,305,,,,,,,,,,,
2695,1059,3,2310,2700,6.5,2695,1059,T,0,,385,549,16.4,,X Corrected,0.106638028,305,NA,NA,NA,,,,,,,,
1528,1580,3,1482,3294,30.2,1528,1580,T,0,,247,417,17,,valid,0.022951893,305,NA,NA,NA,,,,,,,,
,,,,,,1580,l-1070,T,0,,418,549,13.1,,,,305,,,,,,,,,,,
,,,,,,1580,r-1071,T,0,,418,549,13.1,,,,305,,,,,,,,,,,
1528,2695,3,1482,2310,13.8,1528,2695,T,0,,247,385,13.8,,valid,0.050228057,305,NA,NA,NA,,,,,,,,
2695,2696,3,2310,3294,16.4,2695,2696,T,0,,385,549,16.4,,,0.042265072,305,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,306,1,18,654,10.6,0,306,T,0,,3,109,10.6,,,0.065391243,306,2,85.3,0.023446659,,,,,,,,
306,1529,2,660,1500,14,306,1529,T,0,,110,250,14,,,0.049510513,306,NA,NA,NA,,,,,,,,
306,2813,2,660,1998,22.3,306,2813,T,0,,110,251,14.1,,,0.031082833,306,NA,NA,NA,,,,,,,,
,,,,,,2813,lb-1078,T,0,,252,429,17.7,,,,306,,,,,,,,,,,
,,,,,,lb-1078,l-1079,T,0,,430,549,11.9,,,,306,,,,,,,,,,,
,,,,,,lb-1078,r-1080,T,0,,430,549,11.9,,,,306,,,,,,,,,,,
,,,,,,2813,rt-1079,T,0,,252,406,15.4,,,,306,,,,,,,,,,,
,,,,,,rt-1079,l-1082,T,0,,407,549,14.2,,,,306,,,,,,,,,,,
,,,,,,rt-1079,r-1083,T,0,,407,549,14.2,,,,306,,,,,,,,,,,
1529,398,3,1506,2022,8.6,1529,398,T,0,,251,412,16.1,,X Corrected,0.080598509,306,NA,NA,NA,,,,,,,,
,,,,,,398,l-1085,T,0,,413,549,13.6,,,,306,,,,,,,,,,,
,,,,,,398,r-1086,T,0,,413,549,13.6,,,,306,,,,,,,,,,,
1529,2444,3,1506,3294,29.8,1529,2444,T,0,,251,427,17.6,,X Corrected,0.023259973,306,NA,NA,NA,,,,,,,,
,,,,,,2444,l-1088,T,0,,428,549,12.1,,,,306,,,,,,,,,,,
,,,,,,2444,r-1089,T,0,,428,549,12.1,,,,306,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,307,1,18,162,2.4,0,307,T,0,,3,27,2.4,,,0.288811325,307,3,112.3,0.026714159,,,,,,,,
2413,349,2,990,1926,15.6,2413,349,T,0,,165,541,37.6,,X Corrected,0.044432512,307,NA,NA,NA,,,,,,,,
307,676,2,168,1146,16.3,307,676,T,0,,28,191,16.3,,valid,0.042524367,307,NA,NA,NA,,,,,,,,
307,2413,2,168,990,13.7,307,2413,T,0,,28,165,13.7,,valid,0.050594685,307,NA,NA,NA,,,,,,,,
2413,2414,2,990,2004,16.9,2413,2414,T,0,,165,373,20.8,,X Corrected; splits at edge,0.041014626,307,NA,NA,NA,,,,,,,,
,,,,,,2414,l-1096,T,0,,374,549,17.5,,,,307,,,,,,,,,,,
,,,,,,2414,r-1097,T,0,,374,549,17.5,,,,307,,,,,,,,,,,
676,703,3,1152,2652,25,676,703,T,0,,192,549,35.7,,X Corrected,0.027725887,307,NA,NA,NA,,,,,,,,
676,2558,3,1152,2496,22.4,676,2558,T,0,,192,549,35.7,,,0.030944071,307,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,309,1,18,438,7,0,309,T,0,,3,73,7,,,0.099021026,309,5,153.2,0.032637076,,,,,,,,
2654,968,2,1284,2304,17,2654,968,T,0,,214,390,17.6,,X Corrected,0.040773364,309,NA,NA,NA,,,,,,,,
309,1516,2,444,1326,14.7,309,1516,T,0,,74,221,14.7,,valid,0.047152869,309,NA,NA,NA,,,,,,,,
309,2654,2,444,1284,14,309,2654,T,0,,74,214,14,,valid,0.049510513,309,NA,NA,NA,,,,,,,,
2654,2655,2,1284,1848,9.4,2654,2655,T,0,,214,416,20.2,,,0.073739062,309,NA,NA,NA,,,,,,,,
,,,,,,2655,l-1106,T,0,,417,549,13.2,,,,309,,,,,,,,,,,
,,,,,,2655,r-1107,T,0,,417,549,13.2,,,,309,,,,,,,,,,,
1516,714,3,1332,2544,20.2,1516,714,T,0,,222,390,16.8,,X Corrected,0.034314217,309,NA,NA,NA,,,,,,,,
,,,,,,714,l-1109,T,0,,391,549,15.8,,,,309,,,,,,,,,,,
,,,,,,714,r-1110,T,0,,391,549,15.8,,,,309,,,,,,,,,,,
968,1730,3,2310,2364,0.9,968,1730,F,0,,385,394,0.9,,X illegitimate,0.770163534,309,NA,NA,NA,,,,,,,,
1516,2567,3,1332,3294,32.7,1516,2567,T,0,,222,389,16.7,,,0.021197161,309,NA,NA,NA,,,,,,,,
,,,,,,2567,l-1113,T,0,,390,549,15.9,,,,309,,,,,,,,,,,
,,,,,,2567,r-1114,T,0,,390,549,15.9,,,,309,,,,,,,,,,,
968,2879,3,2310,2766,7.6,968,2879,F,0,,385,461,7.6,,X illegitimate,0.091203576,309,NA,NA,NA,,,,,,,,
1730,1309,4,2370,3228,14.3,1730,1309,F,0,,395,538,14.3,,X illegitimate,0.048471831,309,NA,NA,NA,,,,,,,,
1730,2770,4,2370,3294,15.4,1730,2770,F,0,,395,549,15.4,,X illegitimate,0.045009557,309,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,310,1,18,318,5,0,310,T,0,,3,53,5,,,0.138629436,310,4,138.6,0.028860029,,,,,,,,
310,317,2,324,1188,14.4,310,317,T,0,,54,198,14.4,,valid,0.048135221,310,NA,NA,NA,,,,,,,,
2371,1233,2,1134,3060,32.1,2371,1233,T,0,,189,319,13,,,0.02159337,310,NA,NA,NA,,,,,,,,
,,,,,,1233,l-1122,T,0,,320,549,22.9,,,,310,,,,,,,,,,,
,,,,,,1233,r-1123,T,0,,320,549,22.9,,,,310,,,,,,,,,,,
310,2371,2,324,1134,13.5,310,2371,T,0,,54,189,13.5,,,0.051344236,310,NA,NA,NA,,,,,,,,
2371,2372,2,1134,1800,11.1,2371,2372,T,0,,189,332,14.3,,,0.062445692,310,NA,NA,NA,,,,,,,,
,,,,,,2372,l-1126,T,0,,333,549,21.6,,,,310,,,,,,,,,,,
,,,,,,2372,r-1127,T,0,,333,549,21.6,,,,310,,,,,,,,,,,
317,1235,3,1194,2202,16.8,317,1235,T,0,,199,367,16.8,,valid,0.041258761,310,NA,NA,NA,,,,,,,,
317,2746,3,1194,1872,11.3,317,2746,T,0,,199,364,16.5,,,0.061340458,310,NA,NA,NA,,,,,,,,
,,,,,,2746,l-1130,T,0,,365,549,18.4,,,,310,,,,,,,,,,,
,,,,,,2746,r-1131,T,0,,365,549,18.4,,,,310,,,,,,,,,,,
1235,1697,4,2208,3294,18.1,1235,1697,T,0,,368,549,18.1,,,0.038295424,310,NA,NA,NA,,,,,,,,
1235,2871,4,2208,3186,16.3,1235,2871,T,0,,368,549,18.1,,X Corrected,0.042524367,310,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,311,1,18,696,11.3,0,311,T,0,,3,116,11.3,,,0.061340458,311,2,57.9,0.034542314,,,,,,,,
311,514,2,702,1692,16.5,311,514,T,0,,117,282,16.5,,valid,0.04200892,311,NA,NA,NA,,,,,,,,
311,2486,2,702,1890,19.8,311,2486,T,0,,117,292,17.5,,X Corrected,0.035007433,311,NA,NA,NA,,,,,,,,
,,,,,,2486,l-1138,T,0,,293,549,25.6,,,,311,,,,,,,,,,,
,,,,,,2486,r-1139,T,0,,293,549,25.6,,,,311,,,,,,,,,,,
514,454,3,1698,1926,3.8,514,454,T,0,,283,549,26.6,,X Corrected,0.182407153,311,NA,NA,NA,,,,,,,,
514,2464,3,1698,2088,6.5,514,2464,T,0,,283,479,19.6,,X Corrected,0.106638028,311,NA,NA,NA,,,,,,,,
,,,,,,2464,l-1142,T,0,,480,549,6.9,,,,311,,,,,,,,,,,
,,,,,,2464,r-1143,T,0,,480,549,6.9,,,,311,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,312,1,18,678,11,0,312,T,0,,3,113,11,,,0.06301338,312,1,77.6,0.012886598,,,,,,,,
312,1532,2,684,3294,43.5,312,1532,T,0,,114,549,43.5,,valid,0.015934418,312,NA,NA,NA,,,,,,,,
312,2815,2,684,2070,23.1,312,2815,T,0,,114,459,34.5,,,0.030006371,312,NA,NA,NA,,,,,,,,
,,,,,,2815,l-1148,T,0,,460,549,8.9,,,,312,,,,,,,,,,,
,,,,,,2815,r-1149,T,0,,460,549,8.9,,,,312,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,313,1,18,1056,17.3,0,313,T,0,,3,176,17.3,,,0.040066311,313,2,67.4,0.029673591,,,,,,,,
313,355,2,1062,1884,13.7,313,355,T,0,,177,314,13.7,,valid,0.050594685,313,NA,NA,NA,,,,,,,,
313,2420,2,1062,2058,16.6,313,2420,T,0,,177,334,15.7,,X Corrected,0.041755854,313,NA,NA,NA,,,,,,,,
,,,,,,2420,l-1154,T,0,,335,549,21.4,,,,313,,,,,,,,,,,
,,,,,,2420,r-1155,T,0,,335,549,21.4,,,,313,,,,,,,,,,,
355,1269,3,1890,3036,19.1,355,1269,T,0,,315,549,23.4,,X Corrected,0.036290428,313,NA,NA,NA,,,,,,,,
355,2760,3,1890,1932,0.7,355,2760,T,0,,315,546,23.1,,X Corrected,0.990210258,313,NA,NA,NA,,,,,,,,
,,,,,,2760,l-1158,T,0,,547,549,0.2,,,,313,,,,,,,,,,,
,,,,,,2760,r-1159,T,0,,547,549,0.2,,,,313,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,490,1,18,198,3,0,490,,0,,3,33,3,,,0.23104906,490,7,159.5,0.043887147,,,,,,,,
490,316,2,204,1146,15.7,490,316,,0,,34,191,15.7,,,0.044149502,490,NA,NA,NA,,,,,,,,
2368,521,2,978,2100,18.7,2368,521,,0,,163,350,18.7,,,0.037066694,490,NA,NA,NA,,,,,,,,
2369,1262,2,1812,2268,7.6,2369,1262,,0,,302,378,7.6,,,0.091203576,490,NA,NA,NA,,,,,,,,
490,2368,2,204,978,12.9,490,2368,,0,,34,163,12.9,,,0.05373234,490,NA,NA,NA,,,,,,,,
2368,2369,2,978,1812,13.9,2368,2369,,0,,163,302,13.9,,,0.049866704,490,NA,NA,NA,,,,,,,,
2369,2370,2,1812,2364,9.2,2369,2370,,0,,302,394,9.2,,,0.075342085,490,NA,NA,NA,,,,,,,,
316,702,3,1152,2178,17.1,316,702,,0,,192,363,17.1,,,0.040534923,490,NA,NA,NA,,,,,,,,
1262,1050,3,2274,2874,10,1262,1050,,0,,379,479,10,,,0.069314718,490,NA,NA,NA,,,,,,,,
521,1284,3,2106,2982,14.6,521,1284,,0,,351,497,14.6,,,0.047475834,490,NA,NA,NA,,,,,,,,
316,2557,3,1152,1866,11.9,316,2557,,0,,192,311,11.9,,,0.058247662,490,NA,NA,NA,,,,,,,,
1262,2691,3,2274,3222,15.8,1262,2691,,0,,379,537,15.8,,,0.043870075,490,NA,NA,NA,,,,,,,,
521,2764,3,2106,2232,2.1,521,2764,,0,,351,372,2.1,,,0.330070086,490,NA,NA,NA,,,,,,,,
702,663,4,2184,2328,2.4,702,663,,0,,364,388,2.4,,,0.288811325,490,NA,NA,NA,,,,,,,,
702,2537,4,2184,2460,4.6,702,2537,,0,,364,410,4.6,,,0.15068417,490,NA,NA,NA,,,,,,,,
0,932,1,18,330,5.2,0,932,,0,,3,55,5.2,,,0.133297535,932,4,141.4,0.028288543,,,,,,,,
932,318,2,336,1398,17.7,932,318,,0,,56,233,17.7,,,0.039160858,932,NA,NA,NA,,,,,,,,
2373,1237,2,1326,2994,27.8,2373,1237,,0,,221,499,27.8,,,0.024933352,932,NA,NA,NA,,,,,,,,
2374,1876,2,2688,3294,10.1,2374,1876,,0,,448,549,10.1,,,0.068628434,932,NA,NA,NA,,,,,,,,
932,2373,2,336,1326,16.5,932,2373,,0,,56,221,16.5,,,0.04200892,932,NA,NA,NA,,,,,,,,
2373,2374,2,1326,2688,22.7,2373,2374,,0,,221,448,22.7,,,0.030535118,932,NA,NA,NA,,,,,,,,
2374,2375,2,2688,2856,2.8,2374,2375,,0,,448,476,2.8,,,0.247552564,932,NA,NA,NA,,,,,,,,
318,1573,3,1404,3294,31.5,318,1573,,0,,234,549,31.5,,,0.022004672,932,NA,NA,NA,,,,,,,,
318,2834,3,1404,1830,7.1,318,2834,,0,,234,305,7.1,,,0.097626363,932,NA,NA,NA,,,,,,,,
0,1489,1,18,414,6.6,0,1489,,0,,3,69,6.6,,,0.1050223,1489,3,113.3,0.026478376,,,,,,,,
1489,319,2,420,1356,15.6,1489,319,,0,,70,226,15.6,,,0.044432512,1489,NA,NA,NA,,,,,,,,
2376,433,2,1626,1800,2.9,2376,433,,0,,271,300,2.9,,,0.239016269,1489,NA,NA,NA,,,,,,,,
1489,2376,2,420,1626,20.1,1489,2376,,0,,70,271,20.1,,,0.034484934,1489,NA,NA,NA,,,,,,,,
2376,2377,2,1626,3294,27.8,2376,2377,,0,,271,549,27.8,,,0.024933352,1489,NA,NA,NA,,,,,,,,
319,1570,3,1362,3294,32.2,319,1570,,0,,227,549,32.2,,,0.02152631,1489,NA,NA,NA,,,,,,,,
319,2832,3,1362,1848,8.1,319,2832,,0,,227,308,8.1,,,0.085573726,1489,NA,NA,NA,,,,,,,,
0,1507,1,18,588,9.5,0,1507,,0,,3,98,9.5,,,0.072962861,1507,5,107.9,0.046339203,,,,,,,,
1507,323,2,594,1482,14.8,1507,323,,0,,99,247,14.8,,,0.046834269,1507,NA,NA,NA,,,,,,,,
2380,727,2,1464,2376,15.2,2380,727,,0,,244,396,15.2,,,0.045601788,1507,NA,NA,NA,,,,,,,,
2381,908,2,2400,2592,3.2,2381,908,,0,,400,432,3.2,,,0.216608494,1507,NA,NA,NA,,,,,,,,
1507,2380,2,594,1464,14.5,1507,2380,,0,,99,244,14.5,,,0.047803254,1507,NA,NA,NA,,,,,,,,
2380,2381,2,1464,2400,15.6,2380,2381,,0,,244,400,15.6,,,0.044432512,1507,NA,NA,NA,,,,,,,,
2381,2382,2,2400,3294,14.9,2381,2382,,0,,400,549,14.9,,,0.046519945,1507,NA,NA,NA,,,,,,,,
323,394,3,1488,1998,8.5,323,394,,0,,248,333,8.5,,,0.081546727,1507,NA,NA,NA,,,,,,,,
727,897,3,2382,2670,4.8,727,897,,0,,397,445,4.8,,,0.144405663,1507,NA,NA,NA,,,,,,,,
323,2441,3,1488,1890,6.7,323,2441,,0,,248,315,6.7,,,0.103454803,1507,NA,NA,NA,,,,,,,,
727,2633,3,2382,2394,0.2,727,2633,,0,,397,399,0.2,,,3.465735903,1507,NA,NA,NA,,,,,,,,
0,1218,1,18,636,10.3,0,1218,,0,,3,106,10.3,,,0.067295843,1218,2,75,0.026666667,,,,,,,,
1218,328,2,642,1674,17.2,1218,328,,0,,107,279,17.2,,,0.040299255,1218,NA,NA,NA,,,,,,,,
1218,2389,2,642,3024,39.7,1218,2389,,0,,107,504,39.7,,,0.017459627,1218,NA,NA,NA,,,,,,,,
328,447,3,1680,2040,6,328,447,,0,,280,340,6,,,0.11552453,1218,NA,NA,NA,,,,,,,,
328,2461,3,1680,1788,1.8,328,2461,,0,,280,298,1.8,,,0.385081767,1218,NA,NA,NA,,,,,,,,
0,930,1,18,642,10.4,0,930,,0,,3,107,10.4,,,0.066648767,930,5,159.6,0.031328321,,,,,,,,
930,329,2,648,1554,15.1,930,329,,0,,108,259,15.1,,,0.045903787,930,NA,NA,NA,,,,,,,,
2390,1584,2,1518,1566,0.8,2390,1584,,0,,253,261,0.8,,,0.866433976,930,NA,NA,NA,,,,,,,,
930,2390,2,648,1518,14.5,930,2390,,0,,108,253,14.5,,,0.047803254,930,NA,NA,NA,,,,,,,,
2390,2391,2,1518,2760,20.7,2390,2391,,0,,253,460,20.7,,,0.033485371,930,NA,NA,NA,,,,,,,,
329,1249,3,1560,2994,23.9,329,1249,,0,,260,499,23.9,,,0.029001974,930,NA,NA,NA,,,,,,,,
1584,1587,3,1572,2580,16.8,1584,1587,,0,,262,430,16.8,,,0.041258761,930,NA,NA,NA,,,,,,,,
329,2751,3,1560,1866,5.1,329,2751,,0,,260,311,5.1,,,0.135911212,930,NA,NA,NA,,,,,,,,
1584,2840,3,1572,3294,28.7,1584,2840,,0,,262,549,28.7,,,0.02415147,930,NA,NA,NA,,,,,,,,
1587,1822,4,2586,3294,11.8,1587,1822,,0,,431,549,11.8,,,0.058741286,930,NA,NA,NA,,,,,,,,
1587,2897,4,2586,3294,11.8,1587,2897,,0,,431,549,11.8,,,0.058741286,930,NA,NA,NA,,,,,,,,
0,1216,1,18,654,10.6,0,1216,,0,,3,109,10.6,,,0.065391243,1216,5,133.1,0.03756574,,,,,,,,
1216,330,2,660,1608,15.8,1216,330,,0,,110,268,15.8,,,0.043870075,1216,NA,NA,NA,,,,,,,,
2394,1171,2,2640,2970,5.5,2394,1171,,0,,440,495,5.5,,,0.12602676,1216,NA,NA,NA,,,,,,,,
2392,1243,2,1482,3246,29.4,2392,1243,,0,,247,541,29.4,,,0.023576435,1216,NA,NA,NA,,,,,,,,
2393,1840,2,2628,3294,11.1,2393,1840,,0,,438,549,11.1,,,0.062445692,1216,NA,NA,NA,,,,,,,,
1216,2392,2,660,1482,13.7,1216,2392,,0,,110,247,13.7,,,0.050594685,1216,NA,NA,NA,,,,,,,,
2392,2393,2,1482,2628,19.1,2392,2393,,0,,247,438,19.1,,,0.036290428,1216,NA,NA,NA,,,,,,,,
2393,2394,2,2628,2640,0.2,2393,2394,,0,,438,440,0.2,,,3.465735903,1216,NA,NA,NA,,,,,,,,
2394,2395,2,2640,2994,5.9,2394,2395,,0,,440,499,5.9,,,0.117482573,1216,NA,NA,NA,,,,,,,,
330,738,3,1614,2598,16.4,330,738,,0,,269,433,16.4,,,0.042265072,1216,NA,NA,NA,,,,,,,,
330,2580,3,1614,1938,5.4,330,2580,,0,,269,323,5.4,,,0.128360589,1216,NA,NA,NA,,,,,,,,
0,939,1,18,774,12.6,0,939,,0,,3,129,12.6,,,0.055011681,939,2,77.8,0.025706941,,,,,,,,
939,333,2,780,2004,20.4,939,333,,0,,130,334,20.4,,,0.033977803,939,NA,NA,NA,,,,,,,,
2399,562,2,1626,2190,9.4,2399,562,,0,,271,365,9.4,,,0.073739062,939,NA,NA,NA,,,,,,,,
939,2399,2,780,1626,14.1,939,2399,,0,,130,271,14.1,,,0.049159375,939,NA,NA,NA,,,,,,,,
2399,2400,2,1626,2904,21.3,2399,2400,,0,,271,484,21.3,,,0.032542121,939,NA,NA,NA,,,,,,,,
0,687,1,534,846,5.2,0,687,,0,,89,141,5.2,,,0.133297535,687,3,83.4,0.035971223,,,,,,,,
687,339,2,852,876,0.4,687,339,,0,,142,146,0.4,,,1.732867951,687,NA,NA,NA,,,,,,,,
2402,412,2,1590,1962,6.2,2402,412,,0,,265,327,6.2,,,0.111797932,687,NA,NA,NA,,,,,,,,
687,2402,2,852,1590,12.3,687,2402,,0,,142,265,12.3,,,0.056353429,687,NA,NA,NA,,,,,,,,
2402,2403,2,1590,2622,17.2,2402,2403,,0,,265,437,17.2,,,0.040299255,687,NA,NA,NA,,,,,,,,
339,694,3,882,2418,25.6,339,694,,0,,147,403,25.6,,,0.027076062,687,NA,NA,NA,,,,,,,,
339,2555,3,882,1872,16.5,339,2555,,0,,147,312,16.5,,,0.04200892,687,NA,NA,NA,,,,,,,,
0,937,1,18,864,14.1,0,937,,0,,3,144,14.1,,,0.049159375,937,1,62.7,0.015948963,,,,,,,,
937,340,2,870,1812,15.7,937,340,,0,,145,302,15.7,,,0.044149502,937,NA,NA,NA,,,,,,,,
937,2404,2,870,2844,32.9,937,2404,,0,,145,474,32.9,,,0.021068303,937,NA,NA,NA,,,,,,,,
0,1533,1,708,870,2.7,0,1533,,0,,118,145,2.7,,,0.256721178,1533,6,107.4,0.055865922,,,,,,,,
1533,341,2,876,1782,15.1,1533,341,,0,,146,297,15.1,,,0.045903787,1533,NA,NA,NA,,,,,,,,
2405,1627,2,1854,2670,13.6,2405,1627,,0,,309,445,13.6,,,0.050966704,1533,NA,NA,NA,,,,,,,,
1533,2405,2,876,1854,16.3,1533,2405,,0,,146,309,16.3,,,0.042524367,1533,NA,NA,NA,,,,,,,,
2405,2406,2,1854,3294,24,2405,2406,,0,,309,549,24,,,0.028881133,1533,NA,NA,NA,,,,,,,,
341,754,3,1788,2400,10.2,341,754,,0,,298,400,10.2,,,0.067955606,1533,NA,NA,NA,,,,,,,,
1627,1180,3,2676,2754,1.3,1627,1180,,0,,446,459,1.3,,,0.533190139,1533,NA,NA,NA,,,,,,,,
2727,2129,3,3078,3294,3.6,2727,2129,,0,,513,549,3.6,,,0.192540883,1533,NA,NA,NA,,,,,,,,
341,2587,3,1788,1842,0.9,341,2587,,0,,298,307,0.9,,,0.770163534,1533,NA,NA,NA,,,,,,,,
1627,2727,3,2676,3078,6.7,1627,2727,,0,,446,513,6.7,,,0.103454803,1533,NA,NA,NA,,,,,,,,
2727,2728,3,3078,3294,3.6,2727,2728,,0,,513,549,3.6,,,0.192540883,1533,NA,NA,NA,,,,,,,,
1180,1917,4,2760,3294,8.9,1180,1917,,0,,460,549,8.9,,,0.077881706,1533,NA,NA,NA,,,,,,,,
1180,2910,4,2760,2790,0.5,1180,2910,,0,,460,465,0.5,,,1.386294361,1533,NA,NA,NA,,,,,,,,
0,941,1,144,948,13.4,0,941,,0,,24,158,13.4,,,0.051727402,941,4,96,0.041666667,,,,,,,,
941,347,2,954,1728,12.9,941,347,,0,,159,288,12.9,,,0.05373234,941,NA,NA,NA,,,,,,,,
2410,1371,2,2736,2994,4.3,2410,1371,,0,,456,499,4.3,,,0.161197019,941,NA,NA,NA,,,,,,,,
2409,1608,2,1734,3294,26,2409,1608,,0,,289,549,26,,,0.026659507,941,NA,NA,NA,,,,,,,,
