Parent2,ID2,Generation,Start,Split,Lifespan,Rate,progeny.id,progeny.events,population.time,progeny.mle,Parent2,ID2,Cstart,Csplit,Clifespan,Generation,Left Screen,Valid,progeny.time.corrected,progeny.mle.corrected,Left Screen,Individual Error,Notes
611,611b,3,,,,,,,,,611,611b,3162,3294,2.2,3,0,T,,,0,1,
611,611c,3,,,,,,,,,611,611c,3162,3294,2.2,3,0,T,,,0,1,
0,242,1,18,1386,22.8,0.030401192,242,2,72.9,0.027434842,0,242,18,1386,22.8,1,0,T,82.2,0.0243309,0,0,"506 renumbred to 934 renumberd to 717, 1174 renumbered to 559 renumberd to 934"
242,477,2,1392,2424,17.2,0.040299255,242,NA,NA,NA,242,477,1392,2424,17.2,2,0,T,NA,NA,0,0,
242,1161,2,1392,2196,13.4,0.051727402,242,NA,NA,NA,242,1161,1392,2196,13.4,2,1,T,NA,NA,1,0,
477,506,3,2430,3000,9.5,0.072962861,242,NA,NA,NA,477,506,2430,3294,14.4,3,0,T,NA,NA,0,1,
477,1174,3,2430,3030,10,0.069314718,242,NA,NA,NA,477,1174,2430,3294,14.4,3,0,T,NA,NA,0,1,
0,243,1,408,840,7.2,0.096270442,243,3,99.5,0.030150754,0,243,408,840,7.2,1,0,T,126.7,0.023677979,0,0,"1157 renumberd to 753, 433 renumberd to 670"
243,475,2,846,2328,24.7,0.028062639,243,NA,NA,NA,243,475,846,2328,24.7,2,0,T,NA,NA,0,0,
1156,705,3,1974,3294,22,0.03150669,243,NA,NA,NA,1156,705,1974,3294,22,3,0,T,NA,NA,0,0,
243,1156,2,846,1974,18.8,0.036869531,243,NA,NA,NA,243,1156,846,1974,18.8,2,0,T,NA,NA,0,0,
1156,1157,3,1974,2280,5.1,0.135911212,243,NA,NA,NA,1156,1157,1974,3294,22,3,0,T,NA,NA,0,1,
475,433,4,,,,,,,,,475,433,2334,3294,16,4,0,T,NA,NA,0,,
475,1147,4,,,,,,,,,475,1147,2334,3294,16,4,0,T,NA,NA,0,1,
0,470,1,18,1638,27,0.025672118,470,1,64.8,0.015432099,0,470,18,1638,27,1,0,T,82,0.012195122,0,0,254 renumbered to 756
470,254,2,1644,2298,10.9,0.063591484,470,NA,NA,NA,470,254,1644,3294,27.5,2,0,T,NA,NA,0,1,
470,1090,2,1644,3258,26.9,0.025767553,470,NA,NA,NA,470,1090,1644,3294,27.5,2,0,T,NA,NA,0,1,
0,389,1,18,900,14.7,0.047152869,389,6,146.2,0.041039672,0,389,18,900,14.7,1,0,T,167.5,0.041791045,0,0,"269 renumbered to 748 missed split, 1093 renumberd to 542, 1298 renumberd to 913, 913 renumberd to 983, 686 renumberd to 1171 "
1092,269,3,1854,2232,6.3,0.110023362,389,NA,NA,NA,1092,269,1854,3012,19.3,3,0,T,NA,NA,0,1,
389,618,2,906,1818,15.2,0.045601788,389,NA,NA,NA,389,618,906,1818,15.2,2,0,T,NA,NA,0,0,
389,1092,2,906,1854,15.8,0.043870075,389,NA,NA,NA,389,1092,906,1854,15.8,2,0,T,NA,NA,0,0,
1092,1093,3,1854,2766,15.2,0.045601788,389,NA,NA,NA,1092,1093,1854,2916,17.7,3,0,T,NA,NA,0,1,
618,686,3,1824,2112,4.8,0.144405663,389,NA,NA,NA,618,686,1824,2904,18,3,0,T,NA,NA,0,1,
1230,883,4,2820,3294,7.9,0.087740149,389,NA,NA,NA,1230,883,2820,3294,7.9,4,0,T,NA,NA,0,0,
618,1230,3,1824,2820,16.6,0.041755854,389,NA,NA,NA,618,1230,1824,2820,16.6,3,0,T,NA,NA,0,0,
1230,1231,4,2820,3294,7.9,0.087740149,389,NA,NA,NA,1230,1231,2820,3294,7.9,4,0,T,NA,NA,0,0,
686,1172,4,2118,3066,15.8,0.043870075,389,NA,NA,NA,686,1172,2910,3294,6.4,4,0,T,NA,NA,0,1,
1171,909,5,2910,3294,6.4,0.108304247,389,NA,NA,NA,1171,909,FALSE,FALSE,FALSE,5,0,F,NA,NA,0,1,
686,909,4,2118,2910,13.2,0.05251115,389,NA,NA,NA,686,909,2910,3294,6.4,4,0,T,NA,NA,0,1,
1171,1172,5,2910,3294,6.4,0.108304247,389,NA,NA,NA,1171,1172,FALSE,FALSE,FALSE,5,0,F,NA,NA,0,1,
269,952,4,,,,,,,,,269,952,3018,3294,4.6,4,0,T,NA,NA,0,1,
269,1306,4,,,,,,,,,269,1306,3018,3294,4.6,4,0,T,NA,NA,0,1,
1093,1298,4,,,,,,,,,1093,1298,2922,3294,6.2,4,0,T,,,0,,
1093,913,4,,,,,,,,,1093,913,2922,3294,6.2,4,0,T,,,0,,
0,299,1,18,564,9.1,0.07617002,299,3,135.9,0.022075055,0,299,18,564,9.1,1,0,T,152.5,0.019672131,0,0,"1155 renumberd to 819, 1221 renumberd to 1013"
299,474,2,570,1584,16.9,0.041014626,299,NA,NA,NA,299,474,570,1584,16.9,2,0,T,NA,NA,0,0,
1154,689,3,1836,3294,24.3,0.028524575,299,NA,NA,NA,1154,689,1836,3294,24.3,3,0,T,NA,NA,0,0,
299,1154,2,570,1836,21.1,0.032850577,299,NA,NA,NA,299,1154,570,1836,21.1,2,0,T,NA,NA,0,0,
1154,1155,3,1836,2568,12.2,0.056815343,299,NA,NA,NA,1154,1155,1836,3294,24.3,3,0,T,NA,NA,0,1,
474,660,3,1590,3294,28.4,0.024406591,299,NA,NA,NA,474,660,1590,3294,28.4,3,0,T,NA,NA,0,0,
474,1221,3,1590,3024,23.9,0.029001974,299,NA,NA,NA,474,1221,1590,3294,28.4,3,0,T,NA,NA,0,1,
0,300,1,18,978,16,0.043321699,300,4,111.5,0.035874439,0,300,18,978,16,1,0,T,154.9,0.045190445,0,0,"1204 missed split, 1204b renumberd to 812, 546 renumberd to 750"
300,622,2,984,1878,14.9,0.046519945,300,NA,NA,NA,300,622,984,1878,14.9,2,0,T,NA,NA,0,0,
300,1204,2,984,2670,28.1,0.024667159,300,NA,NA,NA,300,1204,984,1890,15.1,2,0,T,NA,NA,0,1,
1182,546,4,2910,3042,2.2,0.3150669,300,NA,NA,NA,1182,546,2916,3294,6.3,4,0,T,NA,NA,0,1,
622,694,3,1884,3084,20,0.034657359,300,NA,NA,NA,622,694,1884,3084,20,3,0,T,NA,NA,0,0,
622,1182,3,1884,2910,17.1,0.040534923,300,NA,NA,NA,622,1182,1884,2910,17.1,3,0,T,NA,NA,0,0,
1182,1183,4,2910,3294,6.4,0.108304247,300,NA,NA,NA,1182,1183,2916,3294,6.3,4,0,T,NA,NA,0,1,
694,985,4,3090,3294,3.4,0.203866818,300,NA,NA,NA,694,985,3090,3294,3.4,4,0,T,NA,NA,0,0,
694,1313,4,3090,3294,3.4,0.203866818,300,NA,NA,NA,694,1313,3090,3294,3.4,4,0,T,NA,NA,0,0,
1204,1204b,3,,,,,,,,,1204,1204b,1896,3096,20,3,0,T,NA,NA,0,,
1204,708,3,,,,,,,,,1204,708,1896,3120,20.4,3,0,T,NA,NA,0,1,
1204b,1316,4,,,,,,,,,1204b,1316,3102,3294,3.2,4,0,T,,,0,1,
1204b,997,4,,,,,,,,,1204b,997,3102,3294,3.2,4,0,T,,,0,1,
708,1318,4,,,,,,,,,708,1318,3126,3294,2.8,4,0,T,,,0,1,
708,1010,4,,,,,,,,,708,1010,3126,3294,2.8,4,0,T,,,0,1,
0,303,1,18,780,12.7,0.054578518,303,3,113.3,0.026478376,0,303,18,780,12.7,1,0,T,160.5,0.037383178,0,0,"332 renumberd to 437 renumberd to 496, 1110 renumberd to 820"
1109,332,3,1782,2412,10.5,0.066014017,303,NA,NA,NA,1109,332,1782,2916,18.9,3,0,T,NA,NA,0,1,
303,605,2,786,1884,18.3,0.037876895,303,NA,NA,NA,303,605,786,1884,18.3,2,0,T,NA,NA,0,0,
303,1109,2,786,1782,16.6,0.041755854,303,NA,NA,NA,303,1109,786,1782,16.6,2,0,T,NA,NA,0,0,
1109,1110,3,1782,2574,13.2,0.05251115,303,NA,NA,NA,1109,1110,1782,2958,19.6,3,0,T,NA,NA,0,1,
605,493,3,1890,3006,18.6,0.037265977,303,NA,NA,NA,605,493,1890,3030,19,3,0,T,NA,NA,0,1,
605,1169,3,1890,3294,23.4,0.029621674,303,NA,NA,NA,605,1169,1890,3294,23.4,3,0,T,NA,NA,0,0,
1110,820,4,,,,,,,,,1110,820,2964,3294,5.5,4,0,T,,,0,1,
1110,926,4,,,,,,,,,1110,926,2964,3294,5.5,4,0,T,,,0,1,
332,549,4,,,,,,,,,332,549,2922,3294,6.2,4,0,T,,,0,1,
332,920,4,,,,,,,,,332,920,2922,3294,6.2,4,0,T,,,0,1,
493,962,4,,,,,,,,,493,962,3036,3294,4.3,4,0,T,,,0,1,
493,1308,4,,,,,,,,,493,1308,3036,3294,4.3,4,0,T,,,0,1,
0,306,1,18,1128,18.5,0.037467415,306,4,117.9,0.033927057,0,306,18,1128,18.5,1,0,T,131.8,0.030349014,0,0,1214 rednumbered to 386 renumberd to 842
306,630,2,1134,2214,18,0.038508177,306,NA,NA,NA,306,630,1134,2214,18,2,0,T,NA,NA,0,0,
1213,724,3,2070,3096,17.1,0.040534923,306,NA,NA,NA,1213,724,2070,3096,17.1,3,0,T,NA,NA,0,0,
306,1213,2,1134,2070,15.6,0.044432512,306,NA,NA,NA,306,1213,1134,2070,15.6,2,0,T,NA,NA,0,0,
1213,1214,3,2070,2460,6.5,0.106638028,306,NA,NA,NA,1213,1214,2070,3294,20.4,3,0,T,NA,NA,0,1,
630,746,3,2220,3294,17.9,0.038723306,306,NA,NA,NA,630,746,2220,3294,17.9,3,0,T,NA,NA,0,0,
724,991,4,3102,3294,3.2,0.216608494,306,NA,NA,NA,724,991,3102,3294,3.2,4,0,T,NA,NA,0,0,
630,1254,3,2220,3294,17.9,0.038723306,306,NA,NA,NA,630,1254,2220,3294,17.9,3,0,T,NA,NA,0,0,
724,1315,4,3102,3294,3.2,0.216608494,306,NA,NA,NA,724,1315,3102,3294,3.2,4,0,T,NA,NA,0,0,
0,307,1,120,978,14.3,0.048471831,307,3,117.7,0.02548853,0,307,120,978,14.3,1,0,T,132.5,0.022641509,0,0,"1206 renumbered to 780, 717 renumberd to 934 renumbered to 1007"
307,623,2,984,2052,17.8,0.038940853,307,NA,NA,NA,307,623,984,2052,17.8,2,0,T,NA,NA,0,0,
1205,717,3,2052,3294,20.7,0.033485371,307,NA,NA,NA,1205,717,2052,3294,20.7,3,0,T,NA,NA,0,0,
307,1205,2,984,2052,17.8,0.038940853,307,NA,NA,NA,307,1205,984,2052,17.8,2,0,T,NA,NA,0,0,
1205,1206,3,2052,2406,5.9,0.117482573,307,NA,NA,NA,1205,1206,2052,3294,20.7,3,0,T,NA,NA,0,1,
623,718,3,2058,3294,20.6,0.033647921,307,NA,NA,NA,623,718,2058,3294,20.6,3,0,T,NA,NA,0,0,
623,1242,3,2058,3294,20.6,0.033647921,307,NA,NA,NA,623,1242,2058,3294,20.6,3,0,T,NA,NA,0,0,
0,310,1,534,840,5.1,0.135911212,310,3,114.3,0.026246719,0,310,534,840,5.1,1,0,T,136.1,0.022042616,0,0,"1197 renumberd to 450 renumbered to 852, 417 renumberd to 825"
310,609,2,846,1800,15.9,0.043594162,310,NA,NA,NA,310,609,846,1800,15.9,2,0,T,NA,NA,0,0,
1196,683,3,1800,3294,24.9,0.027837236,310,NA,NA,NA,1196,683,1806,3294,24.8,3,0,T,NA,NA,0,1,
310,1196,2,846,1800,15.9,0.043594162,310,NA,NA,NA,310,1196,846,1800,15.9,2,0,T,NA,NA,0,0,
1196,1197,3,1800,2556,12.6,0.055011681,310,NA,NA,NA,1196,1197,1806,3294,24.8,3,0,T,NA,NA,0,1,
609,417,3,1806,2712,15.1,0.045903787,310,NA,NA,NA,609,417,1806,3294,24.8,3,0,T,NA,NA,0,1,
609,1142,3,1806,3294,24.8,0.027949483,310,NA,NA,NA,609,1142,1806,3294,24.8,3,0,T,NA,NA,0,0,
0,590,1,450,1338,14.8,0.046834269,590,2,73.1,0.027359781,0,590,450,1338,14.8,1,0,T,73.1,0.027359781,0,0,
590,321,2,1344,2436,18.2,0.03808501,590,NA,NA,NA,590,321,1344,2436,18.2,2,1,T,NA,NA,1,0,
1101,889,3,2838,3294,7.6,0.091203576,590,NA,NA,NA,1101b,889,2838,3294,7.6,3,0,T,NA,NA,0,0,
590,1101,2,1344,2838,24.9,0.027837236,590,NA,NA,NA,590,1101b,1344,2838,24.9,2,0,T,NA,NA,0,0,
1101,1102,3,2838,3294,7.6,0.091203576,590,NA,NA,NA,1101b,1102,2838,3294,7.6,3,0,T,NA,NA,0,0,
0,473,1,18,24,0.1,6.931471806,473,5,152.7,0.032743942,0,473,18,24,0.1,1,0,T,222.1,0.031517335,0,0,"328 renumbered to 504 and missed split, 402 missed split, 377 renumbered to 844, 402b renumbered to 866, 1107 renumbered to 982, 451 renumbered to 917, 1149 renumberd to 976"
1105,328,3,1686,2376,11.5,0.060273668,473,NA,NA,NA,1105,328,1686,2556,14.5,3,0,T,NA,NA,0,1,
473,580,2,30,1260,20.5,0.033812058,473,NA,NA,NA,473,580,30,1260,20.5,2,0,T,NA,NA,0,0,
1106,870,4,2778,3294,8.6,0.080598509,473,NA,NA,NA,1106,870,2778,3294,8.6,4,0,T,NA,NA,0,0,
473,1105,2,30,1686,27.6,0.025114028,473,NA,NA,NA,473,1105,30,1686,27.6,2,0,T,NA,NA,0,0,
1105,1106,3,1686,2778,18.2,0.03808501,473,NA,NA,NA,1105,1106,1686,2778,18.2,3,0,T,NA,NA,0,0,
1106,1107,4,2778,3000,3.7,0.187337076,473,NA,NA,NA,1106,1107,2778,3294,8.6,4,0,T,NA,NA,0,1,
1127,377,4,2334,2616,4.7,0.147478124,473,NA,NA,NA,1127,377,2334,3294,16,4,0,T,NA,NA,0,1,
580,402,3,1266,2706,24,0.028881133,473,NA,NA,NA,580,402,1266,2322,17.6,3,0,T,NA,NA,0,1,
580,1127,3,1266,2334,17.8,0.038940853,473,NA,NA,NA,580,1127,1266,2334,17.8,3,0,T,NA,NA,0,0,
1127,1128,4,2334,3294,16,0.043321699,473,NA,NA,NA,1127,1128,2334,3294,16,4,0,T,NA,NA,0,0,
328,451,4,,,,,,,,,328,451,2562,3294,12.2,4,0,T,NA,NA,0,,
328,1149,4,,,,,,,,,328,1149,2562,3294,12.2,4,0,T,NA,NA,0,,
402,402b,4,,,,,,,,,402,402b,2328,3294,16.1,4,0,T,,,0,,
402,766,4,,,,,,,,,402,766,2328,3294,16.1,4,0,T,,,0,1,
0,569,1,18,708,11.5,0.060273668,569,4,142,0.028169014,0,569,18,708,11.5,1,0,T,155.2,0.025773196,0,0,"333 renumbered to 324 renumberd to 807, 1222 renumbered to 964"
1111,333,3,1788,2502,11.9,0.058247662,569,NA,NA,NA,1111,333,1788,3294,25.1,3,0,T,NA,NA,0,1,
569,598,2,714,1638,15.4,0.045009557,569,NA,NA,NA,569,598,714,1638,15.4,2,0,T,NA,NA,0,0,
569,1111,2,714,1788,17.9,0.038723306,569,NA,NA,NA,569,1111,714,1788,17.9,2,0,T,NA,NA,0,0,
1111,1112,3,1788,3294,25.1,0.027615426,569,NA,NA,NA,1111,1112,1788,3294,25.1,3,0,T,NA,NA,0,0,
598,663,3,1644,2970,22.1,0.031364126,569,NA,NA,NA,598,663,1644,2970,22.1,3,0,T,NA,NA,0,0,
598,1222,3,1644,3294,27.5,0.025205352,569,NA,NA,NA,598,1222,1644,3294,27.5,3,0,T,NA,NA,0,0,
663,928,4,2976,3294,5.3,0.130782487,569,NA,NA,NA,663,928,2976,3294,5.3,4,0,T,NA,NA,0,0,
663,1302,4,2976,3294,5.3,0.130782487,569,NA,NA,NA,663,1302,2976,3294,5.3,4,0,T,NA,NA,0,0,
0,584,1,252,1974,28.7,0.02415147,584,1,60.4,0.016556291,0,584,252,1974,28.7,1,0,T,72.5,0.013793103,0,0,339 renumbered 811
584,339,2,1980,2568,9.8,0.070729304,584,NA,NA,NA,584,339,1980,3294,21.9,2,0,T,NA,NA,0,1,
584,1114,2,1980,3294,21.9,0.031650556,584,NA,NA,NA,584,1114,1980,3294,21.9,2,0,T,NA,NA,0,0,
0,581,1,162,1074,15.2,0.045601788,581,4,120.8,0.033112583,0,581,18,1074,17.6,1,0,T,123.4,0.032414911,0,1,
581,627,2,1080,2016,15.6,0.044432512,581,NA,NA,NA,581,627,1080,2016,15.6,2,0,T,NA,NA,0,0,
1211,712,3,2022,3096,17.9,0.038723306,581,NA,NA,NA,1211,712,2022,3096,17.9,3,0,T,NA,NA,0,0,
581,1211,2,1080,2022,15.7,0.044149502,581,NA,NA,NA,581,1211,1080,2022,15.7,2,0,T,NA,NA,0,0,
1211,1212,3,2022,3294,21.2,0.032695622,581,NA,NA,NA,1211,1212,2022,3294,21.2,3,0,T,NA,NA,0,0,
627,346,3,2022,2490,7.8,0.088865023,581,NA,NA,NA,627,346,2022,2490,7.8,3,1,T,NA,NA,1,0,
712,981,4,3102,3294,3.2,0.216608494,581,NA,NA,NA,712,981,3102,3294,3.2,4,0,T,NA,NA,0,0,
627,1116,3,2022,3294,21.2,0.032695622,581,NA,NA,NA,627,1116,2022,3294,21.2,3,0,T,NA,NA,0,0,
712,1312,4,3102,3282,3,0.23104906,581,NA,NA,NA,712,1312,3102,3294,3.2,4,0,T,NA,NA,0,1,
0,596,1,648,1140,8.2,0.084530144,596,4,107.4,0.037243948,0,596,648,1140,8.2,1,0,T,121.8,0.032840722,0,0,350 renumberd to 448 renumbered to 846 
596,476,2,1146,2070,15.4,0.045009557,596,NA,NA,NA,596,476,1146,2070,15.4,2,0,T,NA,NA,0,0,
1158,734,3,2142,3294,19.2,0.036101416,596,NA,NA,NA,1158,734,2142,3294,19.2,3,0,T,NA,NA,0,0,
1159,1012,4,3138,3294,2.6,0.266595069,596,NA,NA,NA,1159,1012,3138,3294,2.6,4,0,T,NA,NA,0,0,
596,1158,2,1146,2142,16.6,0.041755854,596,NA,NA,NA,596,1158,1146,2142,16.6,2,0,T,NA,NA,0,0,
1158,1159,3,2142,3138,16.6,0.041755854,596,NA,NA,NA,1158,1159,2142,3138,16.6,3,0,T,NA,NA,0,0,
1159,1160,4,3138,3294,2.6,0.266595069,596,NA,NA,NA,1159,1160,3138,3294,2.6,4,0,T,NA,NA,0,0,
476,350,3,2076,2544,7.8,0.088865023,596,NA,NA,NA,476,350,2076,3294,20.3,3,0,T,NA,NA,0,1,
476,1117,3,2076,3180,18.4,0.037671042,596,NA,NA,NA,476,1117,2076,3294,20.3,3,0,T,NA,NA,0,1,
0,642,1,1320,1338,0.3,2.310490602,642,3,83.1,0.036101083,0,642,18,1338,22,1,0,T,120.1,0.024979184,0,1,"107 renumbered to 642, 372 renumbered to 771 renumbered to 826"
1124,372,3,2256,2376,2,0.34657359,642,NA,NA,NA,1124,372,2256,3294,17.3,3,0,T,NA,NA,0,1,
642,644,2,1344,2334,16.5,0.04200892,642,NA,NA,NA,642,644,1344,2334,16.5,2,0,T,NA,NA,0,0,
642,1124,2,1344,2256,15.2,0.045601788,642,NA,NA,NA,642,1124,1344,2256,15.2,2,0,T,NA,NA,0,0,
1124,1125,3,2256,3294,17.3,0.040066311,642,NA,NA,NA,1124,1125,2256,3294,17.3,3,0,T,NA,NA,0,0,
644,762,3,2340,3294,15.9,0.043594162,642,NA,NA,NA,644,762,2340,3294,15.9,3,0,T,NA,NA,0,0,
644,1257,3,2340,3294,15.9,0.043594162,642,NA,NA,NA,644,1257,2340,3294,15.9,3,0,T,NA,NA,0,0,
0,388,1,18,486,7.8,0.088865023,388,2,105.9,0.018885741,0,388,18,486,7.8,1,0,T,132,0.022727273,0,0,"394 missed split, 394b renumbered to 941, 1131 renumbered to 1222"
388,394,2,492,2946,40.9,0.016947364,388,NA,NA,NA,388,394,492,2508,33.6,2,0,T,NA,NA,0,1,
1130,745,3,2220,3294,17.9,0.038723306,388,NA,NA,NA,1130,745,2220,3294,17.9,3,0,T,NA,NA,0,0,
388,1130,2,492,2220,28.8,0.02406761,388,NA,NA,NA,388,1130,492,2220,28.8,2,0,T,NA,NA,0,0,
1130,1131,3,2220,2850,10.5,0.066014017,388,NA,NA,NA,1130,1131,2220,3294,17.9,3,0,T,NA,NA,0,1,
394,394b,3,,,,,,,,,394,394b,2514,3294,13,3,0,T,NA,NA,0,,
394,849,3,,,,,,,,,394,849,2514,3294,13,3,0,T,NA,NA,0,1,
0,391,1,18,786,12.8,0.054152123,391,2,111.1,0.0180018,0,391,18,786,12.8,1,0,T,146.6,0.020463847,0,0,1195 renumbered to 527 renumbered to 989
391,606,2,792,3294,41.7,0.016622235,391,NA,NA,NA,391,606,792,3258,41.1,2,0,T,NA,NA,0,1,
1194,691,3,1854,3294,24,0.028881133,391,NA,NA,NA,1194,691,1854,3294,24,3,0,T,NA,NA,0,0,
391,1194,2,792,1854,17.7,0.039160858,391,NA,NA,NA,391,1194,792,1854,17.7,2,0,T,NA,NA,0,0,
1194,1195,3,1854,2748,14.9,0.046519945,391,NA,NA,NA,1194,1195,1854,3294,24,3,0,T,NA,NA,0,1,
606,606b,3,,,,,,,,,606,606b,3264,3294,0.5,3,0,T,,,0,1,
606,606c,3,,,,,,,,,606,606c,3264,3294,0.5,3,0,T,,,0,1,
0,393,1,486,1692,20.1,0.034484934,393,4,81.3,0.049200492,0,393,18,570,9.2,1,0,T,156.4,0.038363171,0,1,"Tree starts with cell 34 renumbered to 393,, 1223 renumbered to 492, 859 renumbered to 946, 244c renumbered to 429"
393,393b,2,,,,,,,,,393,393b,576,1692,18.6,2,0,T,NA,NA,0,1,
393,244,2,,,,,,,,,393,244,576,1704,18.8,2,0,T,NA,NA,0,1,
393b,1223,3,,,,,,,,,393b,1223,1698,2658,16,3,0,T,NA,NA,0,,
393b,667,3,,,,,,,,,393b,667,1698,2718,17,3,0,T,NA,NA,0,1,
667,859,4,2724,3072,5.8,0.119508135,393,NA,NA,NA,667,859,2724,3294,9.5,4,0,T,NA,NA,0,1,
667,1178,4,2724,2730,0.1,6.931471806,393,NA,NA,NA,667,1178,2724,3294,9.5,4,0,T,NA,NA,0,1,
1223,1278,4,,,,,,,,,1223,1278,2664,3294,10.5,4,0,T,NA,NA,0,1,
1223,843,4,,,,,,,,,1223,843,2664,3294,10.5,4,0,T,NA,NA,0,1,
244,244b,5,,,,,,,,,244,244b,1710,1836,2.1,5,1,T,,NA,1,1,
244,244c,5,,,,,,,,,244,244c,1710,2784,17.9,5,0,T,,NA,0,,
244c,429b,,,,,,,,,,244c,429b,2790,3294,8.4,,0,T,,,0,1,
244c,543,,,,,,,,,,244c,543,2790,3294,8.4,,0,T,,,0,,
0,395,1,540,864,5.4,0.128360589,395,6,151.8,0.039525692,0,395,540,864,5.4,1,0,T,166,0.042168675,0,0,"1200 renumberd to 888, missed split, 534 renumbered to 993"
395,612,2,870,1716,14.1,0.049159375,395,NA,NA,NA,395,612,870,1716,14.1,2,0,T,NA,NA,0,0,
1199,697,3,1908,3138,20.5,0.033812058,395,NA,NA,NA,1199,697,1908,3138,20.5,3,0,T,NA,NA,0,0,
395,1199,2,870,1908,17.3,0.040066311,395,NA,NA,NA,395,1199,870,1908,17.3,2,0,T,NA,NA,0,0,
1199,1200,3,1908,2826,15.3,0.045303737,395,NA,NA,NA,1199,1200,1908,2904,16.6,3,0,T,NA,NA,0,1,
612,672,3,1722,2652,15.5,0.044719173,395,NA,NA,NA,612,672,1722,2652,15.5,3,0,T,NA,NA,0,0,
1224,829,4,2610,3294,11.4,0.060802384,395,NA,NA,NA,1224,829,2610,3294,11.4,4,0,T,NA,NA,0,0,
697,1014,4,3144,3294,2.5,0.277258872,395,NA,NA,NA,697,1014,3144,3294,2.5,4,0,T,NA,NA,0,0,
612,1224,3,1722,2610,14.8,0.046834269,395,NA,NA,NA,612,1224,1722,2610,14.8,3,0,T,NA,NA,0,0,
1224,1225,4,2610,3294,11.4,0.060802384,395,NA,NA,NA,1224,1225,2610,3294,11.4,4,0,T,NA,NA,0,0,
697,1319,4,3144,3294,2.5,0.277258872,395,NA,NA,NA,697,1319,3144,3294,2.5,4,0,T,NA,NA,0,0,
672,840,4,2658,3288,10.5,0.066014017,395,NA,NA,NA,672,840,2658,3294,10.6,4,0,T,NA,NA,0,1,
672,1276,4,2658,3294,10.6,0.065391243,395,NA,NA,NA,672,1276,2658,3294,10.6,4,0,T,NA,NA,0,0,
1200,888,4,,,,,,,,,1200,888,2910,3294,6.4,4,0,T,,,0,1,
1200,534,4,,,,,,,,,1200,534,2910,3294,6.4,4,0,T,,,0,1,
0,400,1,1014,1794,13,0.053319014,400,1,57.2,0.017482517,0,400,1014,1794,13,1,0,T,62.8,0.015923567,0,0,1229 renumberd to 945
400,682,2,1800,3294,24.9,0.027837236,400,NA,NA,NA,400,682,1800,3294,24.9,2,0,T,NA,NA,0,0,
400,1229,2,1800,2958,19.3,0.035914362,400,NA,NA,NA,400,1229,1800,3294,24.9,2,0,T,NA,NA,0,1,
0,471,1,18,1080,17.7,0.039160858,471,2,100.9,0.019821606,0,471,18,1080,17.7,1,0,T,133.8,0.029895366,0,0,"401 missed split, 401b renumbered to 871, 499 renumbered to 1002, 722 missed split"
471,401,2,1086,2802,28.6,0.024235915,471,NA,NA,NA,471,401,1086,2136,17.5,2,0,T,NA,NA,0,1,
401,401b,3,,,,,,,,,401,401b,2142,3294,19.2,3,0,T,NA,NA,0,,
401,499,3,,,,,,,,,401,499,2142,3294,19.2,3,0,T,NA,NA,0,,
1133,722,3,2070,3294,20.4,0.033977803,471,NA,NA,NA,1133,722,2070,3102,17.2,3,0,T,NA,NA,0,1,
471,1133,2,1086,2070,16.4,0.042265072,471,NA,NA,NA,471,1133,1086,2070,16.4,2,0,T,NA,NA,0,0,
1133,1134,3,2070,3138,17.8,0.038940853,471,NA,NA,NA,1133,1134,2070,3294,20.4,3,0,T,NA,NA,0,1,
722,722b,4,,,,,,,,,722,722b,3108,3294,3.1,4,0,T,,,0,1,
722,1217,4,,,,,,,,,722,1217,3108,3294,3.1,4,0,T,,,0,1,
0,404,1,1368,1644,4.6,0.15068417,404,3,57,0.052631579,0,404,18,1644,27.1,1,0,T,98.9,0.03033367,0,1,"1153 renumbered to 925, 469 renumbered to 943, 1139 renumbered to 895"
404,410,2,1650,2808,19.3,0.035914362,404,NA,NA,NA,404,410,1650,2808,19.3,2,0,T,NA,NA,0,0,
1138,863,3,2748,3294,9.1,0.07617002,404,NA,NA,NA,1138,863,2748,3294,9.1,3,0,T,NA,NA,0,0,
404,1138,2,1650,2748,18.3,0.037876895,404,NA,NA,NA,404,1138,1650,2748,18.3,2,0,T,NA,NA,0,0,
1138,1139,3,2748,2814,1.1,0.630133801,404,NA,NA,NA,1138,1139,2748,3294,9.1,3,0,T,NA,NA,0,1,
410,469,3,2814,2970,2.6,0.266595069,404,NA,NA,NA,410,469,2814,3294,8,3,0,T,NA,NA,0,1,
410,1153,3,2814,2934,2,0.34657359,404,NA,NA,NA,410,1153,2814,3294,8,3,0,T,NA,NA,0,1,
0,594,1,600,1692,18.2,0.03808501,594,1,63.7,0.015698587,0,594,600,1692,18.2,1,0,T,74.9,0.040053405,0,0,"412 renumbered to 511, 1140 renumbered to 778"
594,412,2,1698,2832,18.9,0.036674454,594,NA,NA,NA,594,412,1698,2922,20.4,2,0,T,NA,NA,0,1,
594,1140,2,1698,3294,26.6,0.026058165,594,NA,NA,NA,594,1140,1698,3162,24.4,2,0,T,NA,NA,0,1,
412,1299,3,,,,,,,,,412,1299,2928,3024,1.6,3,1,T,NA,NA,1,1,
412,918,3,,,,,,,,,412,918,2928,3294,6.1,3,0,T,NA,NA,0,1,
1140,778b,,,,,,,,,,1140,778b,3168,3294,2.1,,0,T,,,0,1,
