Parent2,ID2,Generation,Start,Split,Lifespan,Rate,progeny.id,progeny.events,population.time,progeny.mle,Parent2,ID2,Cstart,Csplit,Clifespan,Generation,Left Screen,Valid,progeny.time.corrected,progeny.mle.corrected,Left Screen,Individual Error,Notes
1140,778c,,,,,,,,,,1140,778c,3168,3294,2.1,,0,T,,,0,1,
0,585,1,354,774,7,0.099021026,585,4,133.8,0.029895366,0,585,18,774,12.6,1,0,T,168.9,0.041444642,0,1,"23 starts tree, 23 renumbered to 585, 1166 missed split, 485 missed split, 468 renumbered to 933, 418 renumbered to 467"
1165,485,3,1764,3168,23.4,0.029621674,585,NA,NA,NA,1165,485,1764,2790,17.1,3,0,T,NA,NA,0,1,
585,603,2,780,1842,17.7,0.039160858,585,NA,NA,NA,585,603,780,1842,17.7,2,0,T,NA,NA,0,0,
585,1165,2,780,1764,16.4,0.042265072,585,NA,NA,NA,585,1165,780,1764,16.4,2,0,T,NA,NA,0,0,
1165,1166,3,1764,3294,25.5,0.027182242,585,NA,NA,NA,1165,1166,1764,2880,18.6,3,0,T,NA,NA,0,1,
603,418,3,1848,2760,15.2,0.045601788,585,NA,NA,NA,603,418,1848,3066,20.3,3,0,T,NA,NA,0,1,
1143,956,4,3024,3294,4.5,0.154032707,585,NA,NA,NA,1143,956,3024,3294,4.5,4,0,T,NA,NA,0,0,
603,1143,3,1848,3024,19.6,0.035364652,585,NA,NA,NA,603,1143,1848,3024,19.6,3,0,T,NA,NA,0,0,
1143,1144,4,3024,3294,4.5,0.154032707,585,NA,NA,NA,1143,1144,3024,3294,4.5,4,0,T,NA,NA,0,0,
1166,1166b,4,,,,,,,,,1166,1166b,2886,3294,6.8,4,0,T,,,0,1,
1166,552,4,,,,,,,,,1166,552,2886,3294,6.8,4,0,T,,,0,1,
418,980,4,,,,,,,,,418,980,3072,3294,3.7,4,0,T,,,0,1,
418,1311,4,,,,,,,,,418,1311,3072,3294,3.7,4,0,T,,,0,1,
485,485b,4,,,,,,,,,485,485b,2796,3294,8.3,4,0,T,,,0,1,
485,468,4,,,,,,,,,485,468,2796,3294,8.3,4,0,T,,,0,,
0,571,1,18,1044,17.1,0.040534923,571,5,135.7,0.036845984,0,571,18,1044,17.1,1,0,T,149.2,0.04691689,0,0,"1210 missed split, 426 renumbered to 892"
571,626,2,1050,2040,16.5,0.04200892,571,NA,NA,NA,571,626,1050,2040,16.5,2,0,T,NA,NA,0,0,
1209,706,3,1980,2976,16.6,0.041755854,571,NA,NA,NA,1209,706,1980,2976,16.6,3,0,T,NA,NA,0,0,
571,1209,2,1050,1980,15.5,0.044719173,571,NA,NA,NA,571,1209,1050,1980,15.5,2,0,T,NA,NA,0,0,
1209,1210,3,1980,3294,21.9,0.031650556,571,NA,NA,NA,1209,1210,1980,3048,17.8,3,0,T,NA,NA,0,1,
626,426,3,2046,2862,13.6,0.050966704,571,NA,NA,NA,626,426,2046,3138,18.2,3,0,T,NA,NA,0,1,
706,932,4,2982,3294,5.2,0.133297535,571,NA,NA,NA,706,932,2982,3294,5.2,4,0,T,NA,NA,0,0,
1145,987,4,3096,3294,3.3,0.2100446,571,NA,NA,NA,1145,987,3096,3294,3.3,4,0,T,NA,NA,0,0,
626,1145,3,2046,3096,17.5,0.03960841,571,NA,NA,NA,626,1145,2046,3096,17.5,3,0,T,NA,NA,0,0,
1145,1146,4,3096,3294,3.3,0.2100446,571,NA,NA,NA,1145,1146,3096,3294,3.3,4,0,T,NA,NA,0,0,
706,1303,4,2982,3294,5.2,0.133297535,571,NA,NA,NA,706,1303,2982,3294,5.2,4,0,T,NA,NA,0,0,
426,1016,4,,,,,,,,,426,1016,3144,3294,2.5,4,0,T,,,0,1,
426,1321,4,,,,,,,,,426,1321,3144,3294,2.5,4,0,T,,,0,1,
1210,1210b,4,,,,,,,,,1210,1210b,3054,3294,4,4,0,T,,,0,1,
1210,958,4,,,,,,,,,1210,958,3054,3294,4,4,0,T,,,0,1,
0,615,1,894,1848,15.9,0.043594162,615,2,68.8,0.029069767,0,615,894,1848,15.9,1,0,T,66.1,0.030257186,0,0,490 renumbered to 716
615,490,2,1854,2436,9.7,0.071458472,615,NA,NA,NA,615,490,1854,3150,21.6,2,0,T,NA,NA,0,1,
615,1167,2,1854,3294,24,0.028881133,615,NA,NA,NA,615,1167,1854,3294,24,2,1,T,NA,NA,1,0,
490,1022,3,,,,,,,,,490,1022,3156,3294,2.3,3,0,T,NA,NA,0,1,
490,1323,3,,,,,,,,,490,1323,3156,3294,2.3,3,0,T,NA,NA,0,1,
0,597,1,666,1392,12.1,0.057284891,597,2,86.9,0.02301496,0,597,666,1392,12.1,1,0,T,99.4,0.030181087,0,0,478 missed split
597,478,2,1398,3192,29.9,0.02318218,597,NA,NA,NA,597,478,1398,2634,20.6,2,0,T,NA,NA,0,1,
1162,798,3,2496,3294,13.3,0.052116329,597,NA,NA,NA,1162,798,2496,3294,13.3,3,0,T,NA,NA,0,0,
597,1162,2,1398,2496,18.3,0.037876895,597,NA,NA,NA,597,1162,1398,2496,18.3,2,0,T,NA,NA,0,0,
1162,1163,3,2496,3294,13.3,0.052116329,597,NA,NA,NA,1162,1163,2496,3294,13.3,3,0,T,NA,NA,0,0,
478,478b,3,,,,,,,,,478,478b,2640,3294,10.9,3,0,T,,,0,1,
478,734,3,,,,,,,,,478,734,2640,3294,10.9,3,0,T,,,0,1,
0,607,1,798,1524,12.1,0.057284891,607,2,74.2,0.026954178,0,607,FALSE,FALSE,FALSE,1,,F,FALSE,FALSE,,1,
1185,554,3,2916,3120,3.4,0.203866818,607,NA,NA,NA,1185,554,FALSE,FALSE,,3,,F,NA,NA,,1,
607,654,2,1530,3294,29.4,0.023576435,607,NA,NA,NA,607,654,FALSE,FALSE,,2,,F,NA,NA,,1,
607,1185,2,1530,2916,23.1,0.030006371,607,NA,NA,NA,607,1185,FALSE,FALSE,,2,,F,NA,NA,,1,
1185,1186,3,2916,3288,6.2,0.111797932,607,NA,NA,NA,1185,1186,FALSE,FALSE,,3,,F,NA,NA,,1,
0,48,1,,,,,,,,,0,48,18,444,7.1,1,0,T,109.1,0.036663611,0,1,"48 starts troo, 1049 renumbered to 607, 554 renumbered to 1023"
48,89,2,,,,,,,,,48,89,450,1200,12.5,2,1,T,,,1,1,
48,1049,2,,,,,,,,,48,1049,450,1524,17.9,2,0,T,,,0,,
1049,1185,3,,,,,,,,,1049,1185,1530,2916,23.1,3,0,T,,,0,1,
1049,654,3,,,,,,,,,1049,654,1530,2880,22.5,3,0,T,,,0,1,
1185,1186,4,,,,,,,,,1185,1186,2922,3294,6.2,4,0,T,,,0,1,
1185,554,4,,,,,,,,,1185,554,2922,3294,6.2,4,0,T,,,0,,
654,654b,4,,,,,,,,,654,654b,2886,3294,6.8,4,0,T,,,0,1,
654,497,4,,,,,,,,,654,497,2886,3294,6.8,4,0,T,,,0,1,
0,566,1,18,1368,22.5,0.030806541,566,1,86.5,0.011560694,0,566,18,1368,22.5,1,0,T,86.5,0.011560694,0,0,1217 renumbered to 995
566,647,2,1374,3294,32,0.021660849,566,NA,NA,NA,566,647,1374,3294,32,2,0,T,NA,NA,0,0,
566,1217,2,1374,3294,32,0.021660849,566,NA,NA,NA,566,1217,1374,3294,32,2,0,T,NA,NA,0,0,
0,567,1,18,2178,36,0.019254088,567,1,73,0.01369863,0,567,18,2178,36,1,0,T,73,0.01369863,0,0,
567,740,2,2184,3294,18.5,0.037467415,567,NA,NA,NA,567,740,2184,3294,18.5,2,0,T,NA,NA,0,0,
567,1252,2,2184,3294,18.5,0.037467415,567,NA,NA,NA,567,1252,2184,3294,18.5,2,0,T,NA,NA,0,0,
0,570,1,18,2550,42.2,0.016425289,570,1,66.8,0.01497006,0,570,18,1506,24.8,1,0,T,109.2,0.027472527,0,1,
570,570b,2,,,,,,,,,570,570b,1512,2550,17.3,2,0,T,,,0,1,
570,651,2,,,,,,,,,570,651,1512,2514,16.7,2,0,T,,,0,1,
570b,815,3,2556,3294,12.3,0.056353429,570,NA,NA,NA,570b,815,2556,3294,12.3,3,0,T,NA,NA,0,0,
570b,1272,3,2556,3294,12.3,0.056353429,570,NA,NA,NA,570b,1272,2556,3294,12.3,3,0,T,NA,NA,0,0,
651,651b,3,,,,,,,,,651,651b,2520,3294,12.9,3,0,T,,,0,1,
651,808,3,,,,,,,,,651,808,2520,3294,12.9,3,0,T,,,0,1,
0,572,1,18,1548,25.5,0.027182242,572,2,90.5,0.022099448,0,572,18,450,7.2,1,0,T,111.6,0.035842294,0,1,"572 missed split, 657 missed split"
572,572b,2,,,,,,,,,572,572b,456,1548,18.2,2,0,T,,NA,0,1,
572,150,2,,,,,,,,,572,150,456,1548,18.2,2,1,T,,NA,1,1,
572b,657,3,1554,3294,29,0.023901627,572,NA,NA,NA,572b,657,1554,3102,25.8,3,0,T,NA,NA,0,1,
657,657b,4,,,,,,,,,657,657b,3108,3294,3.1,4,0,T,NA,NA,0,1,
657,894,4,,,,,,,,,657,894,3108,3294,3.1,4,0,T,NA,NA,0,1,
1219,901,4,2874,3294,7,0.099021026,572,NA,NA,NA,1219,901,2874,3294,7,4,0,T,NA,NA,0,0,
572b,1219,3,1554,2874,22,0.03150669,572,NA,NA,NA,572b,1219,1554,2874,22,3,0,T,NA,NA,0,0,
1219,1220,4,2874,3294,7,0.099021026,572,NA,NA,NA,1219,1220,2874,3294,7,4,0,T,NA,NA,0,0,
0,573,1,18,2184,36.1,0.019200753,573,1,72.9,0.013717421,0,573,18,918,15,1,0,T,126.5,0.023715415,0,1,"573 missed split, 126 renumbered to 317, 1262 renumbered to 523 renumbered to 985"
573,573b,2,,,,,,,,,573,573b,924,2184,21,2,0,T,NA,NA,0,1,
573,126,2,,,,,,,,,573,126,924,2430,25.1,2,0,T,NA,NA,0,1,
573b,742,3,2190,3294,18.4,0.037671042,573,NA,NA,NA,573b,742,2190,3294,18.4,3,0,T,NA,NA,0,0,
573b,1253,3,2190,3294,18.4,0.037671042,573,NA,NA,NA,573b,1253,2190,3294,18.4,3,0,T,NA,NA,0,0,
126,1262,3,,,,,,,,,126,1262,2436,3294,14.3,3,0,T,,NA,0,,
126,785,3,,,,,,,,,126,785,2436,3294,14.3,3,0,T,,NA,0,1,
0,574,1,18,540,8.7,0.07967209,574,3,118,0.025423729,0,574,18,540,8.7,1,0,T,118,0.025423729,0,0,
574,593,2,546,2538,33.2,0.020877927,574,NA,NA,NA,574,593,546,2538,33.2,2,0,T,NA,NA,0,0,
1190,929,3,2976,3294,5.3,0.130782487,574,NA,NA,NA,1190,929,2976,3294,5.3,3,0,T,NA,NA,0,0,
574,1190,2,546,2976,40.5,0.017114745,574,NA,NA,NA,574,1190,546,2976,40.5,2,0,T,NA,NA,0,0,
1190,1191,3,2976,3294,5.3,0.130782487,574,NA,NA,NA,1190,1191,2976,3294,5.3,3,0,T,NA,NA,0,0,
593,810,3,2544,3294,12.5,0.055451774,574,NA,NA,NA,593,810,2544,3294,12.5,3,0,T,NA,NA,0,0,
593,1270,3,2544,3294,12.5,0.055451774,574,NA,NA,NA,593,1270,2544,3294,12.5,3,0,T,NA,NA,0,0,
0,575,1,18,1296,21.3,0.032542121,575,2,103.3,0.019361084,0,575,18,378,6,1,0,T,196.6,0.02543235,0,1,575 missed split
575,575b,2,,,,,,,,,575,575b,384,1296,15.2,2,0,T,NA,NA,0,1,
575,588,2,,,,,,,,,575,588,384,1548,19.4,2,0,T,NA,NA,0,1,
575b,639,3,1302,2346,17.4,0.039836045,575,NA,NA,NA,575b,639,1302,2346,17.4,3,0,T,NA,NA,0,0,
575b,1216,3,1302,3294,33.2,0.020877927,575,NA,NA,NA,575b,1216,1302,2322,17,3,0,T,NA,NA,0,1,
588,656,3,,,,,,,,,588,656,1554,3294,29,3,0,T,NA,NA,0,1,
588,1218,3,,,,,,,,,588,1218,1554,3294,29,3,0,T,NA,NA,0,1,
639,767,4,2352,3294,15.7,0.044149502,575,NA,NA,NA,639,767,2352,3294,15.7,4,0,T,NA,NA,0,0,
639,1258,4,2352,3294,15.7,0.044149502,575,NA,NA,NA,639,1258,2352,3294,15.7,4,0,T,NA,NA,0,0,
1216,1216b,4,,,,,,,,,1216,1216b,2328,3294,16.1,4,0,T,NA,NA,0,1,
1216,765,4,,,,,,,,,1216,765,2328,3294,16.1,4,0,T,NA,NA,0,1,
0,583,1,234,2694,41,0.016906029,583,1,60.8,0.016447368,0,583,FALSE,FALSE,FALSE,1,,F,FALSE,FALSE,,1,Part of tree 5
583,851,2,2700,3294,9.9,0.070014867,583,NA,NA,NA,583,851,FALSE,FALSE,9.9,2,,F,NA,NA,,0,
583,1279,2,2700,3294,9.9,0.070014867,583,NA,NA,NA,583,1279,FALSE,FALSE,9.9,2,,F,NA,NA,,0,
0,5,1,,,,,,,,,0,5,18,174,2.6,1,0,T,92.5,0.021621622,0,1,1060 renumbered to 583
5,1060,2,,,,,,,,,5,1060,180,2694,41.9,2,0,T,,,0,,
5,154,2,,,,,,,,,5,154,180,1872,28.2,2,1,T,,,1,1,
1060,1279,3,,,,,,,,,1060,1279,2700,3294,9.9,3,0,T,,,0,1,
1060,861,3,,,,,,,,,1060,861,2700,3294,9.9,3,0,T,,,0,1,
0,586,1,330,2076,29.1,0.023819491,586,1,69.5,0.014388489,0,586,330,972,10.7,1,0,T,136.9,0.021913806,0,1,"1243 renumbered to 579, 1251 renumberd to 906"
586,586b,2,,,,,,,,,586,586b,978,2076,18.3,2,0,T,,,0,1,
586,399,2,,,,,,,,,586,399,978,1548,9.5,2,0,T,,,0,1,
586b,725,3,2082,3294,20.2,0.034314217,586,NA,NA,NA,586b,725,2082,3294,20.2,3,0,T,NA,NA,0,0,
586b,1243,3,2082,3294,20.2,0.034314217,586,NA,NA,NA,586b,1243,2082,3294,20.2,3,0,T,NA,NA,0,0,
399,739,3,,,,,,,,,399,739,1554,3294,29,3,0,T,,,0,1,
399,1251,3,,,,,,,,,399,1251,1554,3294,29,3,0,T,,,0,,
0,588,1,384,1548,19.4,0.035729236,588,1,77.4,0.012919897,0,588,FALSE,FALSE,FALSE,1,,F,FALSE,FALSE,,1,Part of tree 575
588,656,2,1554,3294,29,0.023901627,588,NA,NA,NA,588,656,FALSE,FALSE,FALSE,2,,F,NA,NA,,1,
588,1218,2,1554,3294,29,0.023901627,588,NA,NA,NA,588,1218,FALSE,FALSE,FALSE,2,,F,NA,NA,,1,
0,601,1,738,2310,26.2,0.026455999,601,1,58.8,0.017006803,0,601,738,1128,6.5,1,0,T,61.5,0.032520325,0,1,
601,601b,2,,,,,,,,,601,601b,1134,2310,19.6,2,0,T,,,0,1,
601,140,2,,,,,,,,,601,140,1134,1302,2.8,2,1,T,,,1,1,
601b,760,3,2316,3294,16.3,0.042524367,601,NA,NA,NA,601b,760,2316,3294,16.3,3,0,T,NA,NA,0,0,
601b,1256,3,2316,3294,16.3,0.042524367,601,NA,NA,NA,601b,1256,2316,3294,16.3,3,0,T,NA,NA,0,0,
0,604,1,786,1926,19,0.036481431,604,1,64.4,0.01552795,0,604,FALSE,FALSE,FALSE,1,,F,FALSE,FALSE,,1,
604,701,2,1932,3294,22.7,0.030535118,604,NA,NA,NA,604,701,FALSE,FALSE,FALSE,2,,F,NA,NA,,1,
604,1238,2,1932,3294,22.7,0.030535118,604,NA,NA,NA,604,1238,FALSE,FALSE,FALSE,2,,F,NA,NA,,1,
0,153,1,,,,,,,,,0,153,168,780,10.2,1,0,T,117.6,0.025510204,0,1,"153 starts the tree, 231 renumbered to 349 renumberd to 518"
153,153b,2,,,,,,,,,153,153b,786,1758,16.2,2,0,T,,,0,1,
153,604,2,,,,,,,,,153,604,786,1926,19,2,0,T,,,0,1,
604,701,3,,,,,,,,,604,701,1932,3294,22.7,3,0,T,,,0,1,
604,1238,3,,,,,,,,,604,1238,1932,3294,22.7,3,0,T,,,0,1,
153b,153c,3,,,,,,,,,153b,153c,1764,1842,1.3,3,1,T,,,1,1,
153b,231,3,,,,,,,,,153b,231,1764,3294,25.5,3,0,T,,,0,,
0,610,1,840,2148,21.8,0.031795742,610,2,62.8,0.031847134,0,610,840,2148,21.8,1,,T,62.8,0.031847134,,0,
610,736,2,2154,3294,19,0.036481431,610,NA,NA,NA,610,736,2154,3294,19,2,,T,NA,NA,,0,
1247,1001,3,3114,3294,3,0.23104906,610,NA,NA,NA,1247,1001,3114,3294,3,3,,T,NA,NA,,0,
610,1247,2,2154,3114,16,0.043321699,610,NA,NA,NA,610,1247,2154,3114,16,2,,T,NA,NA,,0,
1247,1248,3,3114,3294,3,0.23104906,610,NA,NA,NA,1247,1248,3114,3294,3,3,,T,NA,NA,,0,
0,643,1,1338,1722,6.4,0.108304247,643,2,62.3,0.032102729,0,643,FALSE,FALSE,FALSE,1,,F,FALSE,FALSE,,1,
643,676,2,1728,3060,22.2,0.031222846,643,NA,NA,NA,643,676,FALSE,FALSE,FALSE,2,,F,NA,NA,,1,
643,1227,2,1728,3294,26.1,0.026557363,643,NA,NA,NA,643,1227,FALSE,FALSE,FALSE,2,,F,NA,NA,,1,
676,976,3,3066,3294,3.8,0.182407153,643,NA,NA,NA,676,976,FALSE,FALSE,FALSE,3,,F,NA,NA,,1,
676,1309,3,3066,3294,3.8,0.182407153,643,NA,NA,NA,676,1309,FALSE,FALSE,FALSE,3,,F,NA,NA,,1,
0,58,1,,,,,,,,,0,58,228,600,6.2,1,0,T,142.6,0.035063114,0,1,"tree starts with 58, 194 renumberd to 643, 1072 renumberd to 246, 327 renumbered to 463"
58,1072,2,,,,,,,,,58,1072,606,1674,17.8,2,0,T,,,0,,
58,194,2,,,,,,,,,58,194,606,1722,18.6,2,0,T,,,0,,
194,1227,3,,,,,,,,,194,1227,1728,3294,26.1,3,0,T,,,0,1,
194,676,3,,,,,,,,,194,676,1728,3060,22.2,3,0,T,,,0,1,
1072,1104,3,,,,,,,,,1072,1104,1680,2172,8.2,3,1,T,,,1,1,
1072,327,3,,,,,,,,,1072,327,1680,2742,17.7,3,0,T,,,0,,
676,976,4,,,,,,,,,676,976,3066,3294,3.8,4,0,T,,,0,1,
676,1309,4,,,,,,,,,676,1309,3066,3294,3.8,4,0,T,,,0,1,
327,463b,4,,,,,,,,,327,463b,2748,3294,9.1,4,0,T,,,0,1,
327,463c,4,,,,,,,,,327,463c,2748,3294,9.1,4,0,T,,,0,1,
,,,,,,,,,,,,,,,,,,,,,,275,
