Birth frame,Birth ID,End frame,End ID,End of Movie,Died1,FUCCI_ON_FRAME,Questionable1,Questionable2,Notes,Birthtimeh,Lifetimeh,EOM,died,G1_time,S_G2_M_time,Match
16,A,79,B,,,39,TRUE,TRUE,FUCCI may have come on earlier but cell was out of the focal plane,4.1,16.3,FALSE,FALSE,5.9,10.3,
16,B,121,A,,,73,,,,4.1,27.1,FALSE,FALSE,14.7,12.4,
16,B,140,B,,,95,,,,4.1,32,FALSE,FALSE,20.4,11.6,
16,C,74,B,,,37,,,,4.1,15,FALSE,FALSE,5.4,9.6,
16,C,75,C,,,38,,,,4.1,15.2,FALSE,FALSE,5.7,9.6,
16,D,93,C,,,50,TRUE,TRUE,One of the cells goes out of the focal plane,4.1,19.9,FALSE,FALSE,8.8,11.1,
16,E,93,D,,,36,,,,4.1,19.9,FALSE,FALSE,5.2,14.7,
16,E,160,A,,,103,TRUE,TRUE,Cell goes out of the focal plane and then reappears ,4.1,37.2,FALSE,FALSE,22.5,14.7,
17,A,78,B,,,40,,,,4.4,15.8,FALSE,FALSE,5.9,9.8,
17,A,119,A,,,68,,TRUE,End frame may be 118,4.4,26.4,FALSE,FALSE,13.2,13.2,
17,B,76,A,,,36,,,,4.4,15.2,FALSE,FALSE,4.9,10.3,
17,B,119,A,,TRUE,42,,TRUE,Cell possibly underwent apoptosis; broke into mulitple pieces instead of two daughter cells.  End frame may be later.,4.4,26.4,FALSE,TRUE,6.5,19.9,
17,C,224,,,,50,,TRUE,FUCCI fades at frame 110 but cell does not divide; cells leaves focal plane at frame 224,4.4,53.5,FALSE,FALSE,8.5,45,
17,C,179,,,,,TRUE,TRUE,Leaves video at frame 179,4.4,41.9,FALSE,FALSE,41.9,0,
17,D,90,C,,,43,,,,4.4,18.9,FALSE,FALSE,6.7,12.1,
17,D,81,C,,,47,,,,4.4,16.5,FALSE,FALSE,7.8,8.8,
17,E,85,A,,,44,,,,4.4,17.6,FALSE,FALSE,7,10.6,
17,E,97,A,,,50,,,,4.4,20.7,FALSE,FALSE,8.5,12.1,
18,A,104,B,,,52,,,,4.7,22.2,FALSE,FALSE,8.8,13.4,
18,A,101,A,,,53,,,,4.7,21.4,FALSE,FALSE,9,12.4,
18,B,78,C,,,44,,,,4.7,15.5,FALSE,FALSE,6.7,8.8,
18,B,98,A,,,47,,,,4.7,20.7,FALSE,FALSE,7.5,13.2,
19,A,79,C,,,40,,,,4.9,15.5,FALSE,FALSE,5.4,10.1,
19,A,85,B,,,40,,,,4.9,17.1,FALSE,FALSE,5.4,11.6,
19,B,88,B,,,45,,,,4.9,17.8,FALSE,FALSE,6.7,11.1,
19,B,114,B,,,53,,,,4.9,24.5,FALSE,FALSE,8.8,15.8,
20,A,89,A,,,42,,,,5.2,17.8,FALSE,FALSE,5.7,12.1,
20,A,95,A,,,46,,,,5.2,19.4,FALSE,FALSE,6.7,12.7,
20,B,81,D,,,38,TRUE,TRUE,Cell leaves focal plane but reappears,5.2,15.8,FALSE,FALSE,4.7,11.1,
20,B,87,B,,,38,,,,5.2,17.3,FALSE,FALSE,4.7,12.7,
22,A,93,E,,,53,TRUE,TRUE,Birth frame possibly 23,5.7,18.3,FALSE,FALSE,8,10.3,
22,A,100,A,,,53,TRUE,TRUE,Birth frame possibly 24,5.7,20.2,FALSE,FALSE,8,12.1,
23,A,104,C,,,61,,,,5.9,20.9,FALSE,FALSE,9.8,11.1,
23,A,132,A,,,81,,,,5.9,28.2,FALSE,FALSE,15,13.2,
24,A,93,F,,,47,,,,6.2,17.8,FALSE,FALSE,5.9,11.9,
24,A,99,A,,,51,,,,6.2,19.4,FALSE,FALSE,7,12.4,
24,B,29,,,TRUE,,,,Cell possibly undergoes apoptosis,6.2,1.3,FALSE,TRUE,1.3,0,
24,C,175,A,,,124,,,,6.2,39,FALSE,FALSE,25.8,13.2,
24,C,264,A,,,210,,,,6.2,62,FALSE,FALSE,48.1,14,
25,A,84,C,,,53,,,,6.5,15.2,FALSE,FALSE,7.2,8,
25,A,87,C,,,53,,,,6.5,16,FALSE,FALSE,7.2,8.8,
25,B,98,B,,,47,TRUE,TRUE,Cell disappears from focal plane but reappears quickly,6.5,18.9,FALSE,FALSE,5.7,13.2,
25,B,86,B,,,50,,,,6.5,15.8,FALSE,FALSE,6.5,9.3,
26,A,119,B,,,55,,,,6.7,24,FALSE,FALSE,7.5,16.5,
26,A,114,C,,,58,,,,6.7,22.7,FALSE,FALSE,8.3,14.5,
26,B,98,C,,,59,,,,6.7,18.6,FALSE,FALSE,8.5,10.1,
26,B,157,A,,,102,,,,6.7,33.8,FALSE,FALSE,19.6,14.2,
26,C,94,C,,,64,,,,6.7,17.6,FALSE,FALSE,9.8,7.8,
26,C,165,A,,,114,,,,6.7,35.9,FALSE,FALSE,22.7,13.2,
26,D,93,G,,,59,,,,6.7,17.3,FALSE,FALSE,8.5,8.8,
26,D,118,A,,,84,,,,6.7,23.8,FALSE,FALSE,15,8.8,
28,A,100,B,,,61,,,,7.2,18.6,FALSE,FALSE,8.5,10.1,
28,A,117,A,,,71,,,,7.2,23,FALSE,FALSE,11.1,11.9,
28,B,178,A,,,128,,,,7.2,38.8,FALSE,FALSE,25.8,12.9,
28,B,199,A,,,143,,,,7.2,44.2,FALSE,FALSE,29.7,14.5,
28,C,122,A,,,72,TRUE,TRUE,Cell disappears from focal plane but reappears quickly,7.2,24.3,FALSE,FALSE,11.4,12.9,
28,C,135,A,,,77,TRUE,TRUE,Cell disappears from focal plane but reappears quickly,7.2,27.6,FALSE,FALSE,12.7,15,
28,D,89,B,,,57,TRUE,TRUE,FUCCI on may have been earlier; the cell went partially out of the focal plane,7.2,15.8,FALSE,FALSE,7.5,8.3,
28,D,100,C,,,58,,,,7.2,18.6,FALSE,FALSE,7.8,10.9,
28,E,93,H,,,52,,,,7.2,16.8,FALSE,FALSE,6.2,10.6,
28,E,107,B,,,53,,,,7.2,20.4,FALSE,FALSE,6.5,14,
28,F,96,A,,,62,,,,7.2,17.6,FALSE,FALSE,8.8,8.8,
28,F,101,B,,,67,,,,7.2,18.9,FALSE,FALSE,10.1,8.8,
29,A,401,,,,,TRUE,TRUE,Leaves focal plane at frame 401,7.5,96.1,FALSE,FALSE,96.1,0,
29,A,454,,TRUE,,,,,Does nothing; doesn't divide or die throughout the whole video,7.5,109.8,TRUE,FALSE,109.8,0,
29,B,88,C,,,51,TRUE,TRUE,Birth frame may be 28,7.5,15.2,FALSE,FALSE,5.7,9.6,
29,B,103,A,,,54,TRUE,TRUE,Birth frame may be 28,7.5,19.1,FALSE,FALSE,6.5,12.7,
30,A,103,B,,,68,,,,7.8,18.9,FALSE,FALSE,9.8,9,
30,A,101,C,,,69,TRUE,TRUE,FUCCI on may have been earlier; the cell went partially out of the focal plane,7.8,18.3,FALSE,FALSE,10.1,8.3,
30,B,96,B,,,54,,,,7.8,17.1,FALSE,FALSE,6.2,10.9,
30,B,111,A,,,55,,,,7.8,20.9,FALSE,FALSE,6.5,14.5,
30,C,101,D,,,64,,,,7.8,18.3,FALSE,FALSE,8.8,9.6,
30,C,122,B,,,74,,,,7.8,23.8,FALSE,FALSE,11.4,12.4,
31,A,114,D,,,68,,,,8,21.4,FALSE,FALSE,9.6,11.9,
31,A,150,A,,,102,,,,8,30.7,FALSE,FALSE,18.3,12.4,
31,B,102,A,,,59,,,,8,18.3,FALSE,FALSE,7.2,11.1,
31,B,121,B,,,65,,,,8,23.3,FALSE,FALSE,8.8,14.5,
31,C,99,B,,,59,,,,8,17.6,FALSE,FALSE,7.2,10.3,
31,C,131,A,,,83,,,,8,25.8,FALSE,FALSE,13.4,12.4,
31,D,121,C,,,72,,,,8,23.3,FALSE,FALSE,10.6,12.7,
31,D,123,A,,,77,,,,8,23.8,FALSE,FALSE,11.9,11.9,
32,A,88,D,,,48,,,,8.3,14.5,FALSE,FALSE,4.1,10.3,
32,A,103,C,,,50,,,,8.3,18.3,FALSE,FALSE,4.7,13.7,
32,B,168,A,,,108,,,,8.3,35.1,FALSE,FALSE,19.6,15.5,
32,B,192,A,,,136,,,,8.3,41.3,FALSE,FALSE,26.9,14.5,
33,A,114,E,,,69,,,,8.5,20.9,FALSE,FALSE,9.3,11.6,
33,A,115,B,,,74,,,,8.5,21.2,FALSE,FALSE,10.6,10.6,
33,B,188,A,,,128,,,,8.5,40,FALSE,FALSE,24.5,15.5,
33,B,206,A,,,149,,,,8.5,44.7,FALSE,FALSE,30,14.7,
33,C,88,E,,,54,,,,8.5,14.2,FALSE,FALSE,5.4,8.8,
33,C,103,D,,,58,,,,8.5,18.1,FALSE,FALSE,6.5,11.6,
33,D,85,C,,,53,,,,8.5,13.4,FALSE,FALSE,5.2,8.3,
33,D,130,D,,,62,,TRUE,Cell may have possibly left the focal plane or underwent apoptosis,8.5,25.1,FALSE,FALSE,7.5,17.6,
33,E,183,A,,,115,,,,8.5,38.8,FALSE,FALSE,21.2,17.6,
33,E,242,A,,,194,,,,8.5,54,FALSE,FALSE,41.6,12.4,
33,F,210,,,,,TRUE,TRUE,Lose track of cell on frame 210,8.5,45.7,FALSE,FALSE,45.7,0,
33,F,262,A,,,191,,TRUE,Possibly confuse cell at frame 211.  Cell possibly undergoes apoptosis,8.5,59.2,FALSE,FALSE,40.8,18.3,
33,G,116,B,,,71,,,,8.5,21.4,FALSE,FALSE,9.8,11.6,
33,G,147,A,,,89,,,,8.5,29.5,FALSE,FALSE,14.5,15,
34,A,122,C,,,69,,,,8.8,22.7,FALSE,FALSE,9,13.7,
34,A,434,A,,TRUE,376,TRUE,TRUE,"FUCCI on at frame 87, but cell reverts back at frame 139. Posible death at frame 434.",8.8,103.3,FALSE,TRUE,88.4,15,
34,B,116,C,,,67,,,,8.8,21.2,FALSE,FALSE,8.5,12.7,
34,B,119,C,,,77,,,,8.8,22,FALSE,FALSE,11.1,10.9,
34,C,92,C,,,64,,,,8.8,15,FALSE,FALSE,7.8,7.2,
34,C,97,B,,,64,,,,8.8,16.3,FALSE,FALSE,7.8,8.5,
35,A,88,F,,,56,,,,9,13.7,FALSE,FALSE,5.4,8.3,
35,A,101,E,,,64,,,,9,17.1,FALSE,FALSE,7.5,9.6,
35,B,104,D,,,60,,,,9,17.8,FALSE,FALSE,6.5,11.4,
35,B,115,C,,,65,,,,9,20.7,FALSE,FALSE,7.8,12.9,
35,C,135,B,,,90,,,,9,25.8,FALSE,FALSE,14.2,11.6,
35,C,142,A,,,90,,,,9,27.6,FALSE,FALSE,14.2,13.4,
37,A,96,C,,,57,,,,9.6,15.2,FALSE,FALSE,5.2,10.1,
37,A,106,A,,,61,,,,9.6,17.8,FALSE,FALSE,6.2,11.6,
37,B,99,C,,,65,,,,9.6,16,FALSE,FALSE,7.2,8.8,
37,B,128,A,,,80,,,,9.6,23.5,FALSE,FALSE,11.1,12.4,
37,C,111,B,,,71,,,,9.6,19.1,FALSE,FALSE,8.8,10.3,
37,C,137,A,,,74,,,,9.6,25.8,FALSE,FALSE,9.6,16.3,
37,D,109,B,,,67,,,,9.6,18.6,FALSE,FALSE,7.8,10.9,
37,D,107,C,,,68,,,,9.6,18.1,FALSE,FALSE,8,10.1,
37,E,106,B,,,72,,,,9.6,17.8,FALSE,FALSE,9,8.8,
37,E,110,A,,,74,,,,9.6,18.9,FALSE,FALSE,9.6,9.3,
38,A,157,A,,TRUE,83,TRUE,TRUE,,9.8,30.7,FALSE,TRUE,11.6,19.1,
38,A,158,A,,,99,,,,9.8,31,FALSE,FALSE,15.8,15.2,
38,B,94,E,,,61,,,,9.8,14.5,FALSE,FALSE,5.9,8.5,
38,B,112,D,,,69,,,,9.8,19.1,FALSE,FALSE,8,11.1,
38,C,99,D,,,67,,,,9.8,15.8,FALSE,FALSE,7.5,8.3,
38,C,454,,TRUE,,347,TRUE,TRUE,"FUCCI goes on at frame 68, then fades at frame 117. Goes on again at frame 347, then fades at frame 427.",9.8,107.5,TRUE,FALSE,79.8,27.6,
39,A,119,D,,,75,,,,10.1,20.7,FALSE,FALSE,9.3,11.4,
39,A,121,D,,,75,,,,10.1,21.2,FALSE,FALSE,9.3,11.9,
39,B,94,D,,,58,,,,10.1,14.2,FALSE,FALSE,4.9,9.3,
39,B,102,B,,,64,,,,10.1,16.3,FALSE,FALSE,6.5,9.8,
39,C,142,B,,,79,,,,10.1,26.6,FALSE,FALSE,10.3,16.3,
39,C,144,A,,,95,,,,10.1,27.1,FALSE,FALSE,14.5,12.7,
39,D,100,D,,,65,,,,10.1,15.8,FALSE,FALSE,6.7,9,
39,D,112,A,,,66,,,,10.1,18.9,FALSE,FALSE,7,11.9,
40,A,112,B,,,76,,,,10.3,18.6,FALSE,FALSE,9.3,9.3,
40,A,116,D,,,76,,,,10.3,19.6,FALSE,FALSE,9.3,10.3,
40,B,133,A,,,81,,,,10.3,24,FALSE,FALSE,10.6,13.4,
40,B,127,A,,,83,,,,10.3,22.5,FALSE,FALSE,11.1,11.4,
40,C,136,A,,,86,,,,10.3,24.8,FALSE,FALSE,11.9,12.9,
40,C,135,C,,,87,,,,10.3,24.5,FALSE,FALSE,12.1,12.4,
40,D,112,C,,,75,,,,10.3,18.6,FALSE,FALSE,9,9.6,
40,D,125,B,,,85,,,,10.3,22,FALSE,FALSE,11.6,10.3,
41,A,136,B,,,85,,,,10.6,24.5,FALSE,FALSE,11.4,13.2,
41,A,129,A,,,88,,,,10.6,22.7,FALSE,FALSE,12.1,10.6,
41,B,103,E,,,65,,,,10.6,16,FALSE,FALSE,6.2,9.8,
41,B,115,D,,,69,,,,10.6,19.1,FALSE,FALSE,7.2,11.9,
42,A,162,A,,,107,,,,10.9,31,FALSE,FALSE,16.8,14.2,
42,A,236,A,,,184,,,,10.9,50.1,FALSE,FALSE,36.7,13.4,
42,B,107,D,,,71,,,,10.9,16.8,FALSE,FALSE,7.5,9.3,
42,B,110,B,,,73,,,,10.9,17.6,FALSE,FALSE,8,9.6,
42,C,117,B,,,70,,,,10.9,19.4,FALSE,FALSE,7.2,12.1,
42,C,118,B,,,72,,,,10.9,19.6,FALSE,FALSE,7.8,11.9,
42,D,120,A,,,81,,,,10.9,20.2,FALSE,FALSE,10.1,10.1,
42,D,142,C,,,88,,,,10.9,25.8,FALSE,FALSE,11.9,14,
43,A,133,B,,,83,,,,11.1,23.3,FALSE,FALSE,10.3,12.9,
43,A,171,A,,,87,,,,11.1,33.1,FALSE,FALSE,11.4,21.7,
43,B,207,A,,,162,,,,11.1,42.4,FALSE,FALSE,30.7,11.6,
43,B,245,A,,,198,,,,11.1,52.2,FALSE,FALSE,40,12.1,
43,C,109,C,,,69,,,,11.1,17.1,FALSE,FALSE,6.7,10.3,
43,C,109,D,,,71,,,,11.1,17.1,FALSE,FALSE,7.2,9.8,
43,D,219,A,,,164,,,,11.1,45.5,FALSE,FALSE,31.3,14.2,
43,D,246,A,,,193,,,,11.1,52.4,FALSE,FALSE,38.8,13.7,
43,E,102,C,,,74,,,,11.1,15.2,FALSE,FALSE,8,7.2,
43,E,170,A,,TRUE,76,,,,11.1,32.8,FALSE,TRUE,8.5,24.3,
44,A,111,C,,,69,,,,11.4,17.3,FALSE,FALSE,6.5,10.9,
44,A,112,E,,,73,,,,11.4,17.6,FALSE,FALSE,7.5,10.1,
44,B,112,F,,,75,,,,11.4,17.6,FALSE,FALSE,8,9.6,
44,B,188,B,,,136,,,,11.4,37.2,FALSE,FALSE,23.8,13.4,
44,C,152,A,,,101,,,,11.4,27.9,FALSE,FALSE,14.7,13.2,
44,C,168,B,,,105,,,,11.4,32,FALSE,FALSE,15.8,16.3,
45,A,114,F,,,72,TRUE,TRUE,Cell goes out of the focal plane but reappears,11.6,17.8,FALSE,FALSE,7,10.9,
45,A,126,A,,,77,TRUE,TRUE,Cell may have possibly been confused with a neighboring cell,11.6,20.9,FALSE,FALSE,8.3,12.7,
45,B,123,B,,,78,,,,11.6,20.2,FALSE,FALSE,8.5,11.6,
45,B,133,C,,,79,,,,11.6,22.7,FALSE,FALSE,8.8,14,
45,C,134,A,,,92,,,,11.6,23,FALSE,FALSE,12.1,10.9,
45,C,152,B,,,97,,,,11.6,27.6,FALSE,FALSE,13.4,14.2,
45,D,142,D,,,94,,,,11.6,25.1,FALSE,FALSE,12.7,12.4,
45,D,144,B,,,96,,,,11.6,25.6,FALSE,FALSE,13.2,12.4,
46,A,142,E,,,90,,,,11.9,24.8,FALSE,FALSE,11.4,13.4,
46,A,187,A,,TRUE,111,,,,11.9,36.4,FALSE,TRUE,16.8,19.6,
46,B,177,A,,,109,,,,11.9,33.8,FALSE,FALSE,16.3,17.6,
46,B,277,A,,,213,TRUE,TRUE,,11.9,59.7,FALSE,FALSE,43.1,16.5,
46,C,108,A,,,69,,,,11.9,16,FALSE,FALSE,5.9,10.1,
46,C,114,G,,,72,,,,11.9,17.6,FALSE,FALSE,6.7,10.9,
46,D,119,E,,,65,,,,11.9,18.9,FALSE,FALSE,4.9,14,
46,D,117,C,,,67,,,,11.9,18.3,FALSE,FALSE,5.4,12.9,
47,A,134,B,,,99,,,,12.1,22.5,FALSE,FALSE,13.4,9,
47,A,161,A,,,109,,,,12.1,29.5,FALSE,FALSE,16,13.4,
47,B,219,B,,,161,,,,12.1,44.4,FALSE,FALSE,29.5,15,
47,B,281,A,,,219,,,,12.1,60.5,FALSE,FALSE,44.4,16,
47,C,104,E,,,73,,,,12.1,14.7,FALSE,FALSE,6.7,8,
47,C,111,D,,,73,,,,12.1,16.5,FALSE,FALSE,6.7,9.8,
48,A,213,A,,,165,,,,12.4,42.6,FALSE,FALSE,30.2,12.4,
48,A,454,,TRUE,,,,,,12.4,104.9,TRUE,FALSE,104.9,0,
48,B,112,G,,,79,,,,12.4,16.5,FALSE,FALSE,8,8.5,
48,B,118,C,,,81,,,,12.4,18.1,FALSE,FALSE,8.5,9.6,
48,C,130,B,,,81,,,,12.4,21.2,FALSE,FALSE,8.5,12.7,
48,C,133,D,,,86,,,,12.4,22,FALSE,FALSE,9.8,12.1,
49,A,177,B,,,119,,,,12.7,33.1,FALSE,FALSE,18.1,15,
49,A,191,A,,,129,,,,12.7,36.7,FALSE,FALSE,20.7,16,
49,B,149,A,,TRUE,79,,,,12.7,25.8,FALSE,TRUE,7.8,18.1,
49,B,132,B,,,90,,,,12.7,21.4,FALSE,FALSE,10.6,10.9,
49,C,147,B,,,92,,,,12.7,25.3,FALSE,FALSE,11.1,14.2,
49,C,148,A,,,95,,,,12.7,25.6,FALSE,FALSE,11.9,13.7,
50,A,125,C,,,79,,,,12.9,19.4,FALSE,FALSE,7.5,11.9,
50,A,150,B,,,85,,,,12.9,25.8,FALSE,FALSE,9,16.8,
50,B,121,E,,,77,,,,12.9,18.3,FALSE,FALSE,7,11.4,
50,B,156,A,,,104,,,,12.9,27.4,FALSE,FALSE,14,13.4,
50,C,122,D,,,74,,,,12.9,18.6,FALSE,FALSE,6.2,12.4,
50,C,123,C,,,74,,TRUE,End frame may be later,12.9,18.9,FALSE,FALSE,6.2,12.7,
51,A,187,A,,,102,,,,13.2,35.1,FALSE,FALSE,13.2,22,
51,A,275,A,,,227,,,,13.2,57.9,FALSE,FALSE,45.5,12.4,
51,B,156,B,,,91,,,,13.2,27.1,FALSE,FALSE,10.3,16.8,
51,B,192,B,,,123,TRUE,TRUE,Cell disappears from focal plane but reappears ,13.2,36.4,FALSE,FALSE,18.6,17.8,
52,A,124,B,,,77,,,,13.4,18.6,FALSE,FALSE,6.5,12.1,
52,A,120,B,,,80,,,,13.4,17.6,FALSE,FALSE,7.2,10.3,
52,B,131,B,,,79,,,,13.4,20.4,FALSE,FALSE,7,13.4,
52,B,132,C,,,87,,,,13.4,20.7,FALSE,FALSE,9,11.6,
53,A,123,D,,,84,,,,13.7,18.1,FALSE,FALSE,8,10.1,
53,A,140,C,,,84,,,,13.7,22.5,FALSE,FALSE,8,14.5,
53,B,134,C,,,93,,,,13.7,20.9,FALSE,FALSE,10.3,10.6,
53,B,143,A,,,97,,,,13.7,23.3,FALSE,FALSE,11.4,11.9,
54,A,169,A,,,109,,,,14,29.7,FALSE,FALSE,14.2,15.5,
54,A,454,,TRUE,,,,,,14,103.3,TRUE,FALSE,103.3,0,
54,B,113,A,,,75,,,,14,15.2,FALSE,FALSE,5.4,9.8,
54,B,126,B,,,78,,,,14,18.6,FALSE,FALSE,6.2,12.4,
55,A,122,E,,,83,,,,14.2,17.3,FALSE,FALSE,7.2,10.1,
55,A,160,B,,,111,,TRUE,Cell may have possibly left the focal plane at the end,14.2,27.1,FALSE,FALSE,14.5,12.7,
55,B,121,F,,,90,,,,14.2,17.1,FALSE,FALSE,9,8,
55,B,130,C,,,95,,,,14.2,19.4,FALSE,FALSE,10.3,9,
56,A,111,E,,,75,,,,14.5,14.2,FALSE,FALSE,4.9,9.3,
56,A,129,B,,,78,,,,14.5,18.9,FALSE,FALSE,5.7,13.2,
56,B,135,D,,,92,,,,14.5,20.4,FALSE,FALSE,9.3,11.1,
56,B,172,A,,,123,,,,14.5,30,FALSE,FALSE,17.3,12.7,
57,A,134,D,,,87,,,,14.7,19.9,FALSE,FALSE,7.8,12.1,
57,A,131,C,,,92,,,,14.7,19.1,FALSE,FALSE,9,10.1,
57,B,146,B,,,95,,,,14.7,23,FALSE,FALSE,9.8,13.2,
57,B,165,B,,,109,,,,14.7,27.9,FALSE,FALSE,13.4,14.5,
58,A,129,C,,,90,,,,15,18.3,FALSE,FALSE,8.3,10.1,
58,A,139,A,,,90,,,,15,20.9,FALSE,FALSE,8.3,12.7,
58,B,138,A,,,88,,,,15,20.7,FALSE,FALSE,7.8,12.9,
58,B,454,,TRUE,,94,,,FUCCI fades at frame 173,15,102.3,TRUE,FALSE,9.3,93,
59,A,125,D,,,79,,,,15.2,17.1,FALSE,FALSE,5.2,11.9,
